Plantation year,Plot,height (cm),canopy width 1 (cm),canopy width 2 (cm),crown area (m2),CD Chatting (m),Chatting AGB       (kg),Chatting AGB (Mg/ha),Comley & McGuinness planted BGB            (kg),Comley & McGuinness planted BGB    (Mg/ha),Total tree (kg),Total tree (Mg/ha),Chatting AGC       (kg C),Chatting AGC (Mg C/ha),Comley & McGuinness planted BGC           (kg C),Comley & McGuinness planted BGC    (Mg C/ha),Total tree (kg C),Total tree (Mg C/ha),plot size (m2)
2020,46,30,38,27,0.083,0.33,0.143,0.009,0.132,0.009,0.275,0.018,0.069,0.004,0.051,0.003,0.12,0.008,153.938
2019,8,30,30,35,0.083,0.33,0.143,0.009,0.132,0.009,0.275,0.018,0.069,0.004,0.051,0.003,0.12,0.008,153.938
2020,12,30,32,32,0.08,0.32,0.138,0.009,0.128,0.008,0.266,0.017,0.066,0.004,0.05,0.003,0.116,0.008,153.938
2020,46,30,33,31,0.08,0.32,0.138,0.009,0.128,0.008,0.266,0.017,0.066,0.004,0.05,0.003,0.116,0.008,153.938
2020,16,30,35,29,0.08,0.32,0.138,0.009,0.128,0.008,0.266,0.017,0.066,0.004,0.05,0.003,0.116,0.008,153.938
2020,6,30,27,36,0.078,0.32,0.134,0.009,0.123,0.008,0.257,0.017,0.064,0.004,0.048,0.003,0.112,0.007,153.938
2020,7,30,32,31,0.078,0.32,0.134,0.009,0.123,0.008,0.257,0.017,0.064,0.004,0.048,0.003,0.112,0.007,153.938
2010,6,30,17,45,0.075,0.31,0.129,0.008,0.119,0.008,0.249,0.016,0.062,0.004,0.047,0.003,0.109,0.007,153.938
2017,34,30,42,20,0.075,0.31,0.129,0.008,0.119,0.008,0.249,0.016,0.062,0.004,0.047,0.003,0.109,0.007,153.938
2020,4,30,37,25,0.075,0.31,0.129,0.008,0.119,0.008,0.249,0.016,0.062,0.004,0.047,0.003,0.109,0.007,153.938
2020,6,30,33,29,0.075,0.31,0.129,0.008,0.119,0.008,0.249,0.016,0.062,0.004,0.047,0.003,0.109,0.007,153.938
2020,6,30,38,24,0.075,0.31,0.129,0.008,0.119,0.008,0.249,0.016,0.062,0.004,0.047,0.003,0.109,0.007,153.938
2020,21,30,40,21,0.073,0.31,0.125,0.008,0.115,0.007,0.24,0.016,0.06,0.004,0.045,0.003,0.105,0.007,153.938
2017,19,30,35,25,0.071,0.3,0.121,0.008,0.111,0.007,0.232,0.015,0.058,0.004,0.043,0.003,0.101,0.007,153.938
2019,8,30,30,30,0.071,0.3,0.121,0.008,0.111,0.007,0.232,0.015,0.058,0.004,0.043,0.003,0.101,0.007,153.938
2020,6,30,24,36,0.071,0.3,0.121,0.008,0.111,0.007,0.232,0.015,0.058,0.004,0.043,0.003,0.101,0.007,153.938
2020,15,30,30,30,0.071,0.3,0.121,0.008,0.111,0.007,0.232,0.015,0.058,0.004,0.043,0.003,0.101,0.007,153.938
2020,11,30,31,28,0.068,0.3,0.116,0.008,0.107,0.007,0.224,0.015,0.056,0.004,0.042,0.003,0.098,0.006,153.938
2020,21,30,32,27,0.068,0.3,0.116,0.008,0.107,0.007,0.224,0.015,0.056,0.004,0.042,0.003,0.098,0.006,153.938
2020,28,30,30,28,0.066,0.29,0.112,0.007,0.103,0.007,0.216,0.014,0.054,0.003,0.04,0.003,0.094,0.006,153.938
2020,20,30,34,23,0.064,0.29,0.108,0.007,0.1,0.006,0.208,0.013,0.052,0.003,0.039,0.003,0.091,0.006,153.938
2020,21,30,32,25,0.064,0.29,0.108,0.007,0.1,0.006,0.208,0.013,0.052,0.003,0.039,0.003,0.091,0.006,153.938
2020,1,30,33,23,0.062,0.28,0.104,0.007,0.096,0.006,0.2,0.013,0.05,0.003,0.037,0.002,0.087,0.006,153.938
2020,42,30,33,23,0.062,0.28,0.104,0.007,0.096,0.006,0.2,0.013,0.05,0.003,0.037,0.002,0.087,0.006,153.938
2020,44,30,34,22,0.062,0.28,0.104,0.007,0.096,0.006,0.2,0.013,0.05,0.003,0.037,0.002,0.087,0.006,153.938
2020,11,30,28,27,0.059,0.28,0.1,0.006,0.092,0.006,0.192,0.012,0.048,0.003,0.036,0.002,0.084,0.005,153.938
2020,16,30,35,20,0.059,0.28,0.1,0.006,0.092,0.006,0.192,0.012,0.048,0.003,0.036,0.002,0.084,0.005,153.938
2020,35,30,32,23,0.059,0.28,0.1,0.006,0.092,0.006,0.192,0.012,0.048,0.003,0.036,0.002,0.084,0.005,153.938
2020,35,30,31,24,0.059,0.28,0.1,0.006,0.092,0.006,0.192,0.012,0.048,0.003,0.036,0.002,0.084,0.005,153.938
2020,6,30,29,25,0.057,0.27,0.096,0.006,0.089,0.006,0.185,0.012,0.046,0.003,0.035,0.002,0.081,0.005,153.938
2020,14,30,27,26,0.055,0.27,0.092,0.006,0.085,0.006,0.178,0.012,0.044,0.003,0.033,0.002,0.078,0.005,153.938
2020,15,30,32,21,0.055,0.27,0.092,0.006,0.085,0.006,0.178,0.012,0.044,0.003,0.033,0.002,0.078,0.005,153.938
2020,46,30,34,19,0.055,0.27,0.092,0.006,0.085,0.006,0.178,0.012,0.044,0.003,0.033,0.002,0.078,0.005,153.938
2017,35,30,28,24,0.053,0.26,0.089,0.006,0.082,0.005,0.171,0.011,0.043,0.003,0.032,0.002,0.075,0.005,153.938
2020,21,30,30,22,0.053,0.26,0.089,0.006,0.082,0.005,0.171,0.011,0.043,0.003,0.032,0.002,0.075,0.005,153.938
2017,34,30,26,24,0.049,0.25,0.082,0.005,0.075,0.005,0.157,0.01,0.039,0.003,0.029,0.002,0.069,0.004,153.938
2019,1,30,30,20,0.049,0.25,0.082,0.005,0.075,0.005,0.157,0.01,0.039,0.003,0.029,0.002,0.069,0.004,153.938
2019,2,30,30,20,0.049,0.25,0.082,0.005,0.075,0.005,0.157,0.01,0.039,0.003,0.029,0.002,0.069,0.004,153.938
2020,2,30,27,23,0.049,0.25,0.082,0.005,0.075,0.005,0.157,0.01,0.039,0.003,0.029,0.002,0.069,0.004,153.938
2020,21,30,30,20,0.049,0.25,0.082,0.005,0.075,0.005,0.157,0.01,0.039,0.003,0.029,0.002,0.069,0.004,153.938
2020,24,30,32,18,0.049,0.25,0.082,0.005,0.075,0.005,0.157,0.01,0.039,0.003,0.029,0.002,0.069,0.004,153.938
2020,44,30,22,27,0.047,0.25,0.078,0.005,0.072,0.005,0.15,0.01,0.038,0.002,0.028,0.002,0.066,0.004,153.938
2020,10,30,20,28,0.045,0.24,0.075,0.005,0.069,0.004,0.144,0.009,0.036,0.002,0.027,0.002,0.063,0.004,153.938
2020,13,30,25,23,0.045,0.24,0.075,0.005,0.069,0.004,0.144,0.009,0.036,0.002,0.027,0.002,0.063,0.004,153.938
2017,34,30,22,25,0.043,0.24,0.071,0.005,0.066,0.004,0.137,0.009,0.034,0.002,0.026,0.002,0.06,0.004,153.938
2020,2,30,29,18,0.043,0.24,0.071,0.005,0.066,0.004,0.137,0.009,0.034,0.002,0.026,0.002,0.06,0.004,153.938
2020,15,30,21,26,0.043,0.24,0.071,0.005,0.066,0.004,0.137,0.009,0.034,0.002,0.026,0.002,0.06,0.004,153.938
2020,28,30,28,19,0.043,0.24,0.071,0.005,0.066,0.004,0.137,0.009,0.034,0.002,0.026,0.002,0.06,0.004,153.938
2020,37,30,32,15,0.043,0.24,0.071,0.005,0.066,0.004,0.137,0.009,0.034,0.002,0.026,0.002,0.06,0.004,153.938
2010,7,30,27,19,0.042,0.23,0.068,0.004,0.063,0.004,0.131,0.009,0.033,0.002,0.025,0.002,0.057,0.004,153.938
2017,25,30,25,21,0.042,0.23,0.068,0.004,0.063,0.004,0.131,0.009,0.033,0.002,0.025,0.002,0.057,0.004,153.938
2020,1,30,25,21,0.042,0.23,0.068,0.004,0.063,0.004,0.131,0.009,0.033,0.002,0.025,0.002,0.057,0.004,153.938
2020,1,30,21,25,0.042,0.23,0.068,0.004,0.063,0.004,0.131,0.009,0.033,0.002,0.025,0.002,0.057,0.004,153.938
2020,39,30,29,17,0.042,0.23,0.068,0.004,0.063,0.004,0.131,0.009,0.033,0.002,0.025,0.002,0.057,0.004,153.938
2020,46,30,26,20,0.042,0.23,0.068,0.004,0.063,0.004,0.131,0.009,0.033,0.002,0.025,0.002,0.057,0.004,153.938
2019,4,30,15,30,0.04,0.23,0.065,0.004,0.06,0.004,0.125,0.008,0.031,0.002,0.023,0.002,0.055,0.004,153.938
2020,24,30,24,21,0.04,0.23,0.065,0.004,0.06,0.004,0.125,0.008,0.031,0.002,0.023,0.002,0.055,0.004,153.938
2017,25,30,25,19,0.038,0.22,0.062,0.004,0.057,0.004,0.119,0.008,0.03,0.002,0.022,0.001,0.052,0.003,153.938
2020,2,30,29,15,0.038,0.22,0.062,0.004,0.057,0.004,0.119,0.008,0.03,0.002,0.022,0.001,0.052,0.003,153.938
2020,1,30,28,15,0.036,0.22,0.059,0.004,0.055,0.004,0.114,0.007,0.028,0.002,0.021,0.001,0.05,0.003,153.938
2020,37,30,5,37,0.035,0.21,0.056,0.004,0.052,0.003,0.108,0.007,0.027,0.002,0.02,0.001,0.047,0.003,153.938
2017,34,30,24,17,0.033,0.21,0.053,0.003,0.049,0.003,0.103,0.007,0.026,0.002,0.019,0.001,0.045,0.003,153.938
2010,7,30,25,15,0.031,0.2,0.051,0.003,0.047,0.003,0.097,0.006,0.024,0.002,0.018,0.001,0.043,0.003,153.938
2020,22,30,28,12,0.031,0.2,0.051,0.003,0.047,0.003,0.097,0.006,0.024,0.002,0.018,0.001,0.043,0.003,153.938
2020,41,30,18,22,0.031,0.2,0.051,0.003,0.047,0.003,0.097,0.006,0.024,0.002,0.018,0.001,0.043,0.003,153.938
2020,46,30,23,16,0.03,0.2,0.048,0.003,0.044,0.003,0.092,0.006,0.023,0.001,0.017,0.001,0.04,0.003,153.938
2019,4,30,18,20,0.028,0.19,0.045,0.003,0.042,0.003,0.087,0.006,0.022,0.001,0.016,0.001,0.038,0.002,153.938
2020,16,30,25,13,0.028,0.19,0.045,0.003,0.042,0.003,0.087,0.006,0.022,0.001,0.016,0.001,0.038,0.002,153.938
2020,40,30,21,16,0.027,0.19,0.043,0.003,0.04,0.003,0.082,0.005,0.021,0.001,0.015,0.001,0.036,0.002,153.938
2020,41,30,18,19,0.027,0.19,0.043,0.003,0.04,0.003,0.082,0.005,0.021,0.001,0.015,0.001,0.036,0.002,153.938
2017,25,30,20,16,0.025,0.18,0.04,0.003,0.037,0.002,0.078,0.005,0.019,0.001,0.015,0.001,0.034,0.002,153.938
2020,9,30,23,11,0.023,0.17,0.036,0.002,0.033,0.002,0.069,0.004,0.017,0.001,0.013,0.001,0.03,0.002,153.938
2017,25,30,21,13,0.023,0.17,0.036,0.002,0.033,0.002,0.069,0.004,0.017,0.001,0.013,0.001,0.03,0.002,153.938
2020,18,30,16,18,0.023,0.17,0.036,0.002,0.033,0.002,0.069,0.004,0.017,0.001,0.013,0.001,0.03,0.002,153.938
2020,29,30,18,16,0.023,0.17,0.036,0.002,0.033,0.002,0.069,0.004,0.017,0.001,0.013,0.001,0.03,0.002,153.938
2020,31,30,15,19,0.023,0.17,0.036,0.002,0.033,0.002,0.069,0.004,0.017,0.001,0.013,0.001,0.03,0.002,153.938
2020,29,30,13,20,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2020,8,30,18,15,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2020,10,30,18,15,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2020,29,30,15,18,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2020,34,30,18,15,0.021,0.17,0.034,0.002,0.031,0.002,0.064,0.004,0.016,0.001,0.012,0.001,0.028,0.002,153.938
2017,26,30,15,17,0.02,0.16,0.031,0.002,0.029,0.002,0.06,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,15,30,18,14,0.02,0.16,0.031,0.002,0.029,0.002,0.06,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,23,30,17,15,0.02,0.16,0.031,0.002,0.029,0.002,0.06,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,26,30,24,8,0.02,0.16,0.031,0.002,0.029,0.002,0.06,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,35,30,17,15,0.02,0.16,0.031,0.002,0.029,0.002,0.06,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,32,30,20,11,0.019,0.16,0.029,0.002,0.027,0.002,0.056,0.004,0.014,0.001,0.011,0.001,0.025,0.002,153.938
2020,8,30,14,16,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.01,0.001,0.023,0.001,153.938
2020,15,30,14,16,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.01,0.001,0.023,0.001,153.938
2020,39,30,18,12,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.01,0.001,0.023,0.001,153.938
2020,40,30,18,11,0.017,0.15,0.025,0.002,0.023,0.002,0.049,0.003,0.012,0.001,0.009,0.001,0.021,0.001,153.938
2020,9,30,15,13,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.02,0.001,153.938
2020,29,30,15,13,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.02,0.001,153.938
2020,31,30,15,13,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.02,0.001,153.938
2020,34,30,19,9,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.02,0.001,153.938
2017,34,30,12,15,0.014,0.14,0.022,0.001,0.02,0.001,0.042,0.003,0.01,0.001,0.008,0.001,0.018,0.001,153.938
2019,3,30,10,17,0.014,0.14,0.022,0.001,0.02,0.001,0.042,0.003,0.01,0.001,0.008,0.001,0.018,0.001,153.938
2020,23,30,12,15,0.014,0.14,0.022,0.001,0.02,0.001,0.042,0.003,0.01,0.001,0.008,0.001,0.018,0.001,153.938
2017,34,30,18,8,0.013,0.13,0.02,0.001,0.019,0.001,0.039,0.003,0.01,0.001,0.007,0,0.017,0.001,153.938
2020,15,30,13,13,0.013,0.13,0.02,0.001,0.019,0.001,0.039,0.003,0.01,0.001,0.007,0,0.017,0.001,153.938
2017,26,30,13,12,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0,0.016,0.001,153.938
2020,43,30,17,8,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0,0.016,0.001,153.938
2020,9,30,14,9,0.01,0.12,0.015,0.001,0.014,0.001,0.03,0.002,0.007,0,0.006,0,0.013,0.001,153.938
2020,21,30,15,8,0.01,0.12,0.015,0.001,0.014,0.001,0.03,0.002,0.007,0,0.006,0,0.013,0.001,153.938
2020,31,30,13,10,0.01,0.12,0.015,0.001,0.014,0.001,0.03,0.002,0.007,0,0.006,0,0.013,0.001,153.938
2020,23,30,12,10,0.01,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0,0.005,0,0.012,0.001,153.938
2020,26,30,15,7,0.01,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0,0.005,0,0.012,0.001,153.938
2020,41,30,15,7,0.01,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0,0.005,0,0.012,0.001,153.938
2020,31,30,14,7,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0,0.005,0,0.011,0.001,153.938
2020,31,30,14,7,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0,0.005,0,0.011,0.001,153.938
2017,26,30,11,9,0.008,0.1,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0,0.004,0,0.01,0.001,153.938
2020,9,30,13,7,0.008,0.1,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0,0.004,0,0.01,0.001,153.938
2020,8,30,9,10,0.007,0.1,0.01,0.001,0.009,0.001,0.02,0.001,0.005,0,0.004,0,0.009,0.001,153.938
2020,9,30,13,6,0.007,0.1,0.01,0.001,0.009,0.001,0.02,0.001,0.005,0,0.004,0,0.009,0.001,153.938
2020,39,30,10,9,0.007,0.1,0.01,0.001,0.009,0.001,0.02,0.001,0.005,0,0.004,0,0.009,0.001,153.938
2020,26,30,11,7,0.006,0.09,0.009,0.001,0.008,0.001,0.018,0.001,0.004,0,0.003,0,0.008,0.001,153.938
2020,31,30,10,7,0.006,0.09,0.008,0.001,0.007,0,0.016,0.001,0.004,0,0.003,0,0.007,0,153.938
2020,31,30,8,9,0.006,0.09,0.008,0.001,0.007,0,0.016,0.001,0.004,0,0.003,0,0.007,0,153.938
2020,31,30,10,6,0.005,0.08,0.007,0,0.007,0,0.014,0.001,0.003,0,0.003,0,0.006,0,153.938
2020,39,30,7,9,0.005,0.08,0.007,0,0.007,0,0.014,0.001,0.003,0,0.003,0,0.006,0,153.938
2020,19,30,10,5,0.004,0.08,0.006,0,0.006,0,0.012,0.001,0.003,0,0.002,0,0.005,0,153.938
2020,31,30,7,8,0.004,0.08,0.006,0,0.006,0,0.012,0.001,0.003,0,0.002,0,0.005,0,153.938
2020,26,30,9,6,0.004,0.08,0.006,0,0.006,0,0.012,0.001,0.003,0,0.002,0,0.005,0,153.938
2017,35,30,7,7,0.004,0.07,0.005,0,0.005,0,0.01,0.001,0.003,0,0.002,0,0.004,0,153.938
2020,4,30,9,5,0.004,0.07,0.005,0,0.005,0,0.01,0.001,0.003,0,0.002,0,0.004,0,153.938
2020,26,30,6,8,0.004,0.07,0.005,0,0.005,0,0.01,0.001,0.003,0,0.002,0,0.004,0,153.938
2020,37,30,9,5,0.004,0.07,0.005,0,0.005,0,0.01,0.001,0.003,0,0.002,0,0.004,0,153.938
2020,46,30,8,6,0.004,0.07,0.005,0,0.005,0,0.01,0.001,0.003,0,0.002,0,0.004,0,153.938
2020,31,30,7,5,0.003,0.06,0.004,0,0.004,0,0.007,0,0.002,0,0.001,0,0.003,0,153.938
2020,6,30,5,6,0.002,0.06,0.003,0,0.003,0,0.006,0,0.002,0,0.001,0,0.003,0,153.938
2020,37,30,6,4,0.002,0.05,0.003,0,0.002,0,0.005,0,0.001,0,0.001,0,0.002,0,153.938
2020,34,30,5,4,0.002,0.05,0.002,0,0.002,0,0.004,0,0.001,0,0.001,0,0.002,0,153.938
2020,36,30,6,3,0.002,0.05,0.002,0,0.002,0,0.004,0,0.001,0,0.001,0,0.002,0,153.938
2020,45,30,7,2,0.002,0.05,0.002,0,0.002,0,0.004,0,0.001,0,0.001,0,0.002,0,153.938
2020,2,30,3,4,0.001,0.04,0.001,0,0.001,0,0.002,0,0.001,0,0,0,0.001,0,153.938
2020,12,30,4,3,0.001,0.04,0.001,0,0.001,0,0.002,0,0.001,0,0,0,0.001,0,153.938
2020,11,29,59,57,0.264,0.58,0.494,0.032,0.456,0.03,0.95,0.062,0.237,0.015,0.178,0.012,0.415,0.027,153.938
2020,25,29,57,57,0.255,0.57,0.476,0.031,0.439,0.029,0.915,0.059,0.228,0.015,0.171,0.011,0.4,0.026,153.938
2020,17,29,59,48,0.225,0.54,0.416,0.027,0.384,0.025,0.799,0.052,0.199,0.013,0.15,0.01,0.349,0.023,153.938
2020,35,29,50,43,0.17,0.47,0.308,0.02,0.284,0.018,0.592,0.038,0.148,0.01,0.111,0.007,0.259,0.017,153.938
2020,28,29,57,34,0.163,0.46,0.294,0.019,0.271,0.018,0.565,0.037,0.141,0.009,0.106,0.007,0.247,0.016,153.938
2020,46,29,38,42,0.126,0.4,0.223,0.014,0.206,0.013,0.429,0.028,0.107,0.007,0.08,0.005,0.187,0.012,153.938
2020,7,29,40,39,0.123,0.4,0.217,0.014,0.2,0.013,0.418,0.027,0.104,0.007,0.078,0.005,0.182,0.012,153.938
2017,34,29,40,37,0.116,0.39,0.206,0.013,0.19,0.012,0.395,0.026,0.099,0.006,0.074,0.005,0.173,0.011,153.938
2020,39,29,17,58,0.11,0.38,0.194,0.013,0.179,0.012,0.374,0.024,0.093,0.006,0.07,0.005,0.163,0.011,153.938
2020,1,29,38,36,0.108,0.37,0.189,0.012,0.174,0.011,0.363,0.024,0.091,0.006,0.068,0.004,0.159,0.01,153.938
2017,25,29,34,38,0.102,0.36,0.178,0.012,0.164,0.011,0.342,0.022,0.085,0.006,0.064,0.004,0.15,0.01,153.938
2020,14,29,33,34,0.088,0.34,0.153,0.01,0.141,0.009,0.293,0.019,0.073,0.005,0.055,0.004,0.128,0.008,153.938
2020,46,29,27,39,0.086,0.33,0.148,0.01,0.136,0.009,0.284,0.018,0.071,0.005,0.053,0.003,0.124,0.008,153.938
2020,35,29,31,32,0.078,0.32,0.134,0.009,0.123,0.008,0.257,0.017,0.064,0.004,0.048,0.003,0.112,0.007,153.938
2020,41,29,35,27,0.075,0.31,0.129,0.008,0.119,0.008,0.249,0.016,0.062,0.004,0.047,0.003,0.109,0.007,153.938
2020,24,29,40,21,0.073,0.31,0.125,0.008,0.115,0.007,0.24,0.016,0.06,0.004,0.045,0.003,0.105,0.007,153.938
2019,4,29,34,24,0.066,0.29,0.112,0.007,0.103,0.007,0.216,0.014,0.054,0.003,0.04,0.003,0.094,0.006,153.938
2020,1,29,32,26,0.066,0.29,0.112,0.007,0.103,0.007,0.216,0.014,0.054,0.003,0.04,0.003,0.094,0.006,153.938
2020,32,29,30,26,0.062,0.28,0.104,0.007,0.096,0.006,0.2,0.013,0.05,0.003,0.037,0.002,0.087,0.006,153.938
2020,35,29,28,26,0.057,0.27,0.096,0.006,0.089,0.006,0.185,0.012,0.046,0.003,0.035,0.002,0.081,0.005,153.938
2019,1,29,23,27,0.049,0.25,0.082,0.005,0.075,0.005,0.157,0.01,0.039,0.003,0.029,0.002,0.069,0.004,153.938
2019,3,29,25,25,0.049,0.25,0.082,0.005,0.075,0.005,0.157,0.01,0.039,0.003,0.029,0.002,0.069,0.004,153.938
2020,20,29,28,22,0.049,0.25,0.082,0.005,0.075,0.005,0.157,0.01,0.039,0.003,0.029,0.002,0.069,0.004,153.938
2020,24,29,28,20,0.045,0.24,0.075,0.005,0.069,0.004,0.144,0.009,0.036,0.002,0.027,0.002,0.063,0.004,153.938
2020,28,29,45,3,0.045,0.24,0.075,0.005,0.069,0.004,0.144,0.009,0.036,0.002,0.027,0.002,0.063,0.004,153.938
2020,44,29,22,26,0.045,0.24,0.075,0.005,0.069,0.004,0.144,0.009,0.036,0.002,0.027,0.002,0.063,0.004,153.938
2020,30,29,29,17,0.042,0.23,0.068,0.004,0.063,0.004,0.131,0.009,0.033,0.002,0.025,0.002,0.057,0.004,153.938
2020,35,29,25,21,0.042,0.23,0.068,0.004,0.063,0.004,0.131,0.009,0.033,0.002,0.025,0.002,0.057,0.004,153.938
2020,16,29,23,22,0.04,0.23,0.065,0.004,0.06,0.004,0.125,0.008,0.031,0.002,0.023,0.002,0.055,0.004,153.938
2020,6,29,26,18,0.038,0.22,0.062,0.004,0.057,0.004,0.119,0.008,0.03,0.002,0.022,0.001,0.052,0.003,153.938
2020,23,29,22,20,0.035,0.21,0.056,0.004,0.052,0.003,0.108,0.007,0.027,0.002,0.02,0.001,0.047,0.003,153.938
2020,42,29,22,20,0.035,0.21,0.056,0.004,0.052,0.003,0.108,0.007,0.027,0.002,0.02,0.001,0.047,0.003,153.938
2017,25,29,23,18,0.033,0.21,0.053,0.003,0.049,0.003,0.103,0.007,0.026,0.002,0.019,0.001,0.045,0.003,153.938
2019,3,29,18,23,0.033,0.21,0.053,0.003,0.049,0.003,0.103,0.007,0.026,0.002,0.019,0.001,0.045,0.003,153.938
2019,3,29,22,17,0.03,0.2,0.048,0.003,0.044,0.003,0.092,0.006,0.023,0.001,0.017,0.001,0.04,0.003,153.938
2020,45,29,24,11,0.024,0.18,0.038,0.002,0.035,0.002,0.073,0.005,0.018,0.001,0.014,0.001,0.032,0.002,153.938
2017,33,29,17,15,0.02,0.16,0.031,0.002,0.029,0.002,0.06,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,41,29,18,14,0.02,0.16,0.031,0.002,0.029,0.002,0.06,0.004,0.015,0.001,0.011,0.001,0.026,0.002,153.938
2020,23,29,17,13,0.018,0.15,0.027,0.002,0.025,0.002,0.053,0.003,0.013,0.001,0.01,0.001,0.023,0.001,153.938
2020,31,29,16,12,0.015,0.14,0.024,0.002,0.022,0.001,0.045,0.003,0.011,0.001,0.008,0.001,0.02,0.001,153.938
2020,9,29,14,13,0.014,0.14,0.022,0.001,0.02,0.001,0.042,0.003,0.01,0.001,0.008,0.001,0.018,0.001,153.938
2020,23,29,18,9,0.014,0.14,0.022,0.001,0.02,0.001,0.042,0.003,0.01,0.001,0.008,0.001,0.018,0.001,153.938
2017,23,29,17,9,0.013,0.13,0.02,0.001,0.019,0.001,0.039,0.003,0.01,0.001,0.007,0,0.017,0.001,153.938
2020,26,29,15,10,0.012,0.13,0.019,0.001,0.017,0.001,0.036,0.002,0.009,0.001,0.007,0,0.016,0.001,153.938
2017,34,29,13,11,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0,0.014,0.001,153.938
2020,23,29,10,14,0.011,0.12,0.017,0.001,0.016,0.001,0.033,0.002,0.008,0.001,0.006,0,0.014,0.001,153.938
2020,9,29,12,11,0.01,0.12,0.015,0.001,0.014,0.001,0.03,0.002,0.007,0,0.006,0,0.013,0.001,153.938
2017,34,29,12,10,0.01,0.11,0.014,0.001,0.013,0.001,0.027,0.002,0.007,0,0.005,0,0.012,0.001,153.938
2020,44,29,11,10,0.009,0.11,0.013,0.001,0.012,0.001,0.025,0.002,0.006,0,0.005,0,0.011,0.001,153.938
2020,9,29,8,12,0.008,0.1,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0,0.004,0,0.01,0.001,153.938
2020,18,29,13,7,0.008,0.1,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0,0.004,0,0.01,0.001,153.938
2020,24,29,12,8,0.008,0.1,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0,0.004,0,0.01,0.001,153.938
2020,27,29,12,8,0.008,0.1,0.011,0.001,0.011,0.001,0.022,0.001,0.006,0,0.004,0,0.01,0.001,153.938
2020,14,29,11,8,0.007,0.1,0.01,0.001,0.009,0.001,0.02,0.001,0.005,0,0.004,0,0.009,0.001,153.938
2020,11,29,10,8,0.006,0.09,0.009,0.001,0.008,0.001,0.018,0.001,0.004,0,0.003,0,0.008,0.001,153.938
2020,39,29,10,8,0.006,0.09,0.009,0.001,0.008,0.001,0.018,0.001,0.004,0,0.003,0,0.008,0.001,153.938
2020,17,29,10,7,0.006,0.09,0.008,0.001,0.007,0,0.016,0.001,0.004,0,0.003,0,0.007,0,153.938
2020,40,29,10,7,0.006,0.09,0.008,0.001,0.007,0,0.016,0.001,0.004,0,0.003,0,0.007,0,153.938
2020,42,29,8,9,0.006,0.09,0.008,0.001,0.007,0,0.016,0.001,0.004,0,0.003,0,0.007,0,153.938
2020,31,29,10,6,0.005,0.08,0.007,0,0.007,0,0.014,0.001,0.003,0,0.003,0,0.006,0,153.938
2020,34,29,7,8,0.004,0.08,0.006,0,0.006,0,0.012,0.001,0.003,0,0.002,0,0.005,0,153.938
2020,26,29,9,6,0.004,0.08,0.006,0,0.006,0,0.012,0.001,0.003,0,0.002,0,0.005,0,153.938
2020,34,29,9,6,0.004,0.08,0.006,0,0.006,0,0.012,0.001,0.003,0,0.002,0,0.005,0,153.938
