Plantation year,Plot,height (cm),canopy width 1 (cm),canopy width 2 (cm),crown area (m2),CD Chatting (m),Chatting AGB       (kg),Chatting AGB (Mg/ha),Comley & McGuinness planted BGB            (kg),Comley & McGuinness planted BGB    (Mg/ha),Total tree (kg),Total tree (Mg/ha),Chatting AGC       (kg C),Chatting AGC (Mg C/ha),Comley & McGuinness planted BGC           (kg C),Comley & McGuinness planted BGC    (Mg C/ha),Total tree (kg C),Total tree (Mg C/ha),plot size (m2)
2017,19,117,75,62,0.369,0.69,0.705,0.046,0.651,0.042,1.356,0.088,0.339,0.022,0.254,0.016,0.592,0.038,153.938
2010,1,117,81,51,0.342,0.66,0.651,0.042,0.601,0.039,1.253,0.081,0.313,0.02,0.234,0.015,0.547,0.036,153.938
2017,8,117,71,60,0.337,0.66,0.641,0.042,0.592,0.038,1.232,0.08,0.308,0.02,0.231,0.015,0.538,0.035,153.938
2017,14,117,68,59,0.317,0.64,0.6,0.039,0.554,0.036,1.153,0.075,0.288,0.019,0.216,0.014,0.504,0.033,153.938
2017,9,117,69,56,0.307,0.63,0.58,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2017,20,117,50,37,0.149,0.44,0.267,0.035,0.246,0.032,0.513,0.067,0.128,0.017,0.096,0.012,0.224,0.029,76.969
2017,9,117,63,54,0.269,0.59,0.503,0.033,0.464,0.03,0.968,0.063,0.242,0.016,0.181,0.012,0.423,0.027,153.938
2017,16,117,60,57,0.269,0.59,0.503,0.033,0.464,0.03,0.968,0.063,0.242,0.016,0.181,0.012,0.423,0.027,153.938
2017,14,117,46,68,0.255,0.57,0.476,0.031,0.439,0.029,0.915,0.059,0.228,0.015,0.171,0.011,0.4,0.026,153.938
2017,8,117,58,55,0.251,0.57,0.467,0.03,0.431,0.028,0.898,0.058,0.224,0.015,0.168,0.011,0.392,0.025,153.938
2017,12,117,54,57,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
2017,12,117,59,50,0.233,0.55,0.432,0.028,0.399,0.026,0.832,0.054,0.208,0.013,0.156,0.01,0.363,0.024,153.938
2017,12,117,69,38,0.225,0.54,0.416,0.027,0.384,0.025,0.799,0.052,0.199,0.013,0.15,0.01,0.349,0.023,153.938
2017,14,117,54,52,0.221,0.53,0.407,0.026,0.376,0.024,0.783,0.051,0.196,0.013,0.147,0.01,0.342,0.022,153.938
2017,9,117,56,49,0.216,0.53,0.399,0.026,0.368,0.024,0.768,0.05,0.192,0.012,0.144,0.009,0.335,0.022,153.938
2017,23,117,66,38,0.212,0.52,0.391,0.025,0.361,0.023,0.752,0.049,0.188,0.012,0.141,0.009,0.328,0.021,153.938
2017,8,117,48,51,0.192,0.5,0.352,0.023,0.325,0.021,0.677,0.044,0.169,0.011,0.127,0.008,0.296,0.019,153.938
2017,9,117,49,48,0.185,0.49,0.337,0.022,0.311,0.02,0.648,0.042,0.162,0.011,0.121,0.008,0.283,0.018,153.938
2017,17,117,60,37,0.185,0.49,0.337,0.022,0.311,0.02,0.648,0.042,0.162,0.011,0.121,0.008,0.283,0.018,153.938
2017,27,117,47,49,0.181,0.48,0.33,0.021,0.304,0.02,0.634,0.041,0.158,0.01,0.119,0.008,0.277,0.018,153.938
2017,30,117,39,30,0.093,0.35,0.163,0.021,0.15,0.019,0.313,0.041,0.078,0.01,0.059,0.008,0.137,0.018,76.969
2017,16,117,43,51,0.173,0.47,0.315,0.02,0.291,0.019,0.606,0.039,0.151,0.01,0.113,0.007,0.265,0.017,153.938
2017,12,117,55,38,0.17,0.47,0.308,0.02,0.284,0.018,0.592,0.038,0.148,0.01,0.111,0.007,0.259,0.017,153.938
2010,5,117,51,42,0.17,0.47,0.308,0.02,0.284,0.018,0.592,0.038,0.148,0.01,0.111,0.007,0.259,0.017,153.938
2017,14,117,50,37,0.149,0.44,0.267,0.017,0.246,0.016,0.513,0.033,0.128,0.008,0.096,0.006,0.224,0.015,153.938
2017,19,117,47,35,0.132,0.41,0.235,0.015,0.217,0.014,0.452,0.029,0.113,0.007,0.085,0.005,0.198,0.013,153.938
2017,19,117,32,47,0.123,0.4,0.217,0.014,0.2,0.013,0.418,0.027,0.104,0.007,0.078,0.005,0.182,0.012,153.938
2017,9,117,45,31,0.113,0.38,0.2,0.013,0.184,0.012,0.384,0.025,0.096,0.006,0.072,0.005,0.168,0.011,153.938
2017,16,117,39,37,0.113,0.38,0.2,0.013,0.184,0.012,0.384,0.025,0.096,0.006,0.072,0.005,0.168,0.011,153.938
2017,17,117,44,19,0.078,0.32,0.134,0.009,0.123,0.008,0.257,0.017,0.064,0.004,0.048,0.003,0.112,0.007,153.938
2017,17,117,35,26,0.073,0.31,0.125,0.008,0.115,0.007,0.24,0.016,0.06,0.004,0.045,0.003,0.105,0.007,153.938
2017,19,117,36,24,0.071,0.3,0.121,0.008,0.111,0.007,0.232,0.015,0.058,0.004,0.043,0.003,0.101,0.007,153.938
2017,19,117,33,25,0.066,0.29,0.112,0.007,0.103,0.007,0.216,0.014,0.054,0.003,0.04,0.003,0.094,0.006,153.938
2017,19,117,33,23,0.062,0.28,0.104,0.007,0.096,0.006,0.2,0.013,0.05,0.003,0.037,0.002,0.087,0.006,153.938
2017,3_new,116,73,112,0.672,0.93,1.341,0.534,1.238,0.493,2.579,1.026,0.644,0.256,0.483,0.192,1.127,0.448,25.133
2017,1_new,116,77,81,0.49,0.79,0.957,0.381,0.883,0.351,1.84,0.732,0.459,0.183,0.344,0.137,0.804,0.32,25.133
2017,22,116,106,97,0.809,1.02,1.636,0.213,1.51,0.196,3.146,0.409,0.785,0.102,0.589,0.077,1.374,0.179,76.969
2017,35,116,142,125,1.4,1.34,2.941,0.191,2.715,0.176,5.656,0.367,1.412,0.092,1.059,0.069,2.471,0.16,153.938
2017,1_new,116,62,48,0.238,0.55,0.441,0.175,0.407,0.162,0.848,0.337,0.212,0.084,0.159,0.063,0.37,0.147,25.133
2017,1_new,116,55,45,0.196,0.5,0.36,0.143,0.332,0.132,0.691,0.275,0.173,0.069,0.129,0.052,0.302,0.12,25.133
2017,14,116,114,105,0.942,1.1,1.925,0.125,1.776,0.115,3.701,0.24,0.924,0.06,0.693,0.045,1.617,0.105,153.938
2010,1,116,137,77,0.899,1.07,1.832,0.119,1.691,0.11,3.523,0.229,0.879,0.057,0.659,0.043,1.539,0.1,153.938
2010,1,116,110,90,0.785,1,1.585,0.103,1.463,0.095,3.048,0.198,0.761,0.049,0.571,0.037,1.331,0.086,153.938
2017,13,116,109,76,0.672,0.93,1.341,0.087,1.238,0.08,2.579,0.168,0.644,0.042,0.483,0.031,1.127,0.073,153.938
2017,14,116,79,81,0.503,0.8,0.983,0.064,0.907,0.059,1.891,0.123,0.472,0.031,0.354,0.023,0.826,0.054,153.938
2017,9,116,88,68,0.478,0.78,0.931,0.06,0.86,0.056,1.791,0.116,0.447,0.029,0.335,0.022,0.782,0.051,153.938
2017,14,116,84,72,0.478,0.78,0.931,0.06,0.86,0.056,1.791,0.116,0.447,0.029,0.335,0.022,0.782,0.051,153.938
2017,9,116,90,59,0.436,0.75,0.844,0.055,0.779,0.051,1.623,0.105,0.405,0.026,0.304,0.02,0.709,0.046,153.938
2017,9,116,66,77,0.402,0.72,0.773,0.05,0.714,0.046,1.487,0.097,0.371,0.024,0.278,0.018,0.649,0.042,153.938
2017,35,116,73,70,0.402,0.72,0.773,0.05,0.714,0.046,1.487,0.097,0.371,0.024,0.278,0.018,0.649,0.042,153.938
2017,8,116,79,62,0.39,0.71,0.75,0.049,0.692,0.045,1.442,0.094,0.36,0.023,0.27,0.018,0.63,0.041,153.938
2017,17,116,68,69,0.369,0.69,0.705,0.046,0.651,0.042,1.356,0.088,0.339,0.022,0.254,0.016,0.592,0.038,153.938
2017,16,116,89,42,0.337,0.66,0.641,0.042,0.592,0.038,1.232,0.08,0.308,0.02,0.231,0.015,0.538,0.035,153.938
2017,16,116,61,70,0.337,0.66,0.641,0.042,0.592,0.038,1.232,0.08,0.308,0.02,0.231,0.015,0.538,0.035,153.938
2017,14,116,77,45,0.292,0.61,0.55,0.036,0.508,0.033,1.058,0.069,0.264,0.017,0.198,0.013,0.462,0.03,153.938
2017,19,116,71,43,0.255,0.57,0.476,0.031,0.439,0.029,0.915,0.059,0.228,0.015,0.171,0.011,0.4,0.026,153.938
2017,9,116,52,55,0.225,0.54,0.416,0.027,0.384,0.025,0.799,0.052,0.199,0.013,0.15,0.01,0.349,0.023,153.938
2017,16,116,50,57,0.225,0.54,0.416,0.027,0.384,0.025,0.799,0.052,0.199,0.013,0.15,0.01,0.349,0.023,153.938
2017,12,116,55,51,0.221,0.53,0.407,0.026,0.376,0.024,0.783,0.051,0.196,0.013,0.147,0.01,0.342,0.022,153.938
2017,8,116,54,50,0.212,0.52,0.391,0.025,0.361,0.023,0.752,0.049,0.188,0.012,0.141,0.009,0.328,0.021,153.938
2017,14,116,65,39,0.212,0.52,0.391,0.025,0.361,0.023,0.752,0.049,0.188,0.012,0.141,0.009,0.328,0.021,153.938
2017,8,116,52,50,0.204,0.51,0.375,0.024,0.346,0.022,0.721,0.047,0.18,0.012,0.135,0.009,0.315,0.02,153.938
2017,14,116,82,19,0.2,0.51,0.367,0.024,0.339,0.022,0.706,0.046,0.176,0.011,0.132,0.009,0.309,0.02,153.938
2017,12,116,54,46,0.196,0.5,0.36,0.023,0.332,0.022,0.691,0.045,0.173,0.011,0.129,0.008,0.302,0.02,153.938
2017,12,116,56,43,0.192,0.5,0.352,0.023,0.325,0.021,0.677,0.044,0.169,0.011,0.127,0.008,0.296,0.019,153.938
2017,16,116,53,45,0.189,0.49,0.344,0.022,0.318,0.021,0.662,0.043,0.165,0.011,0.124,0.008,0.289,0.019,153.938
2017,8,116,52,45,0.185,0.49,0.337,0.022,0.311,0.02,0.648,0.042,0.162,0.011,0.121,0.008,0.283,0.018,153.938
2017,16,116,47,49,0.181,0.48,0.33,0.021,0.304,0.02,0.634,0.041,0.158,0.01,0.119,0.008,0.277,0.018,153.938
2017,16,116,52,44,0.181,0.48,0.33,0.021,0.304,0.02,0.634,0.041,0.158,0.01,0.119,0.008,0.277,0.018,153.938
2017,8,116,50,43,0.17,0.47,0.308,0.02,0.284,0.018,0.592,0.038,0.148,0.01,0.111,0.007,0.259,0.017,153.938
2017,30,116,42,25,0.088,0.34,0.153,0.02,0.141,0.018,0.293,0.038,0.073,0.01,0.055,0.007,0.128,0.017,76.969
2017,17,116,49,43,0.166,0.46,0.301,0.02,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,17,116,50,39,0.156,0.45,0.28,0.018,0.259,0.017,0.539,0.035,0.135,0.009,0.101,0.007,0.235,0.015,153.938
2017,19,116,48,41,0.156,0.45,0.28,0.018,0.259,0.017,0.539,0.035,0.135,0.009,0.101,0.007,0.235,0.015,153.938
2017,12,116,52,36,0.152,0.44,0.274,0.018,0.252,0.016,0.526,0.034,0.131,0.009,0.098,0.006,0.23,0.015,153.938
2017,16,116,50,35,0.142,0.43,0.254,0.016,0.234,0.015,0.488,0.032,0.122,0.008,0.091,0.006,0.213,0.014,153.938
2017,16,116,40,37,0.116,0.39,0.206,0.013,0.19,0.012,0.395,0.026,0.099,0.006,0.074,0.005,0.173,0.011,153.938
2017,17,116,41,29,0.096,0.35,0.168,0.011,0.155,0.01,0.322,0.021,0.08,0.005,0.06,0.004,0.141,0.009,153.938
2017,16,116,37,30,0.088,0.34,0.153,0.01,0.141,0.009,0.293,0.019,0.073,0.005,0.055,0.004,0.128,0.008,153.938
2017,19,116,23,16,0.03,0.2,0.048,0.003,0.044,0.003,0.092,0.006,0.023,0.001,0.017,0.001,0.04,0.003,153.938
2017,21,115,97,112,0.858,1.05,1.741,0.226,1.607,0.209,3.349,0.435,0.836,0.109,0.627,0.081,1.463,0.19,76.969
2017,32,115,165,115,1.539,1.4,3.256,0.212,3.005,0.195,6.262,0.407,1.563,0.102,1.172,0.076,2.735,0.178,153.938
2010,6,115,137,109,1.188,1.23,2.468,0.16,2.278,0.148,4.747,0.308,1.185,0.077,0.889,0.058,2.073,0.135,153.938
2017,20,115,95,70,0.535,0.83,1.05,0.136,0.969,0.126,2.019,0.262,0.504,0.065,0.378,0.049,0.882,0.115,76.969
2010,3,115,135,91,1.003,1.13,2.059,0.134,1.9,0.123,3.959,0.257,0.988,0.064,0.741,0.048,1.729,0.112,153.938
2017,1_new,115,63,32,0.177,0.48,0.322,0.128,0.297,0.118,0.62,0.247,0.155,0.062,0.116,0.046,0.271,0.108,25.133
2017,27,115,107,104,0.874,1.06,1.777,0.115,1.64,0.107,3.418,0.222,0.853,0.055,0.64,0.042,1.493,0.097,153.938
2017,28,115,130,75,0.825,1.03,1.671,0.109,1.542,0.1,3.213,0.209,0.802,0.052,0.601,0.039,1.404,0.091,153.938
2010,2,115,161,39,0.785,1,1.585,0.103,1.463,0.095,3.048,0.198,0.761,0.049,0.571,0.037,1.331,0.086,153.938
2010,4,115,115,84,0.778,1,1.568,0.102,1.447,0.094,3.015,0.196,0.753,0.049,0.564,0.037,1.317,0.086,153.938
2017,12,115,105,85,0.709,0.95,1.42,0.092,1.311,0.085,2.731,0.177,0.682,0.044,0.511,0.033,1.193,0.077,153.938
2010,2,115,102,85,0.687,0.94,1.373,0.089,1.267,0.082,2.639,0.171,0.659,0.043,0.494,0.032,1.153,0.075,153.938
2010,3,115,86,91,0.615,0.89,1.22,0.079,1.126,0.073,2.347,0.152,0.586,0.038,0.439,0.029,1.025,0.067,153.938
2017,30,115,76,50,0.312,0.63,0.59,0.077,0.544,0.071,1.134,0.147,0.283,0.037,0.212,0.028,0.495,0.064,76.969
2017,13,115,100,69,0.561,0.85,1.105,0.072,1.02,0.066,2.125,0.138,0.531,0.034,0.398,0.026,0.928,0.06,153.938
2017,13,115,71,92,0.522,0.82,1.023,0.066,0.944,0.061,1.967,0.128,0.491,0.032,0.368,0.024,0.859,0.056,153.938
2017,14,115,89,72,0.509,0.81,0.996,0.065,0.92,0.06,1.916,0.124,0.478,0.031,0.359,0.023,0.837,0.054,153.938
2017,9,115,89,66,0.472,0.78,0.919,0.06,0.848,0.055,1.766,0.115,0.441,0.029,0.331,0.021,0.772,0.05,153.938
2017,29,115,97,58,0.472,0.78,0.919,0.06,0.848,0.055,1.766,0.115,0.441,0.029,0.331,0.021,0.772,0.05,153.938
2017,9,115,73,77,0.442,0.75,0.856,0.056,0.79,0.051,1.647,0.107,0.411,0.027,0.308,0.02,0.719,0.047,153.938
2017,9,115,90,55,0.413,0.73,0.796,0.052,0.735,0.048,1.531,0.099,0.382,0.025,0.287,0.019,0.669,0.043,153.938
2017,9,115,76,61,0.369,0.69,0.705,0.046,0.651,0.042,1.356,0.088,0.339,0.022,0.254,0.016,0.592,0.038,153.938
2017,19,115,70,67,0.369,0.69,0.705,0.046,0.651,0.042,1.356,0.088,0.339,0.022,0.254,0.016,0.592,0.038,153.938
2017,14,115,60,74,0.353,0.67,0.673,0.044,0.621,0.04,1.294,0.084,0.323,0.021,0.242,0.016,0.565,0.037,153.938
2017,8,115,77,55,0.342,0.66,0.651,0.042,0.601,0.039,1.253,0.081,0.313,0.02,0.234,0.015,0.547,0.036,153.938
2017,17,115,77,53,0.332,0.65,0.63,0.041,0.582,0.038,1.212,0.079,0.303,0.02,0.227,0.015,0.53,0.034,153.938
2017,14,115,70,58,0.322,0.64,0.61,0.04,0.563,0.037,1.173,0.076,0.293,0.019,0.22,0.014,0.512,0.033,153.938
2017,8,115,63,64,0.317,0.64,0.6,0.039,0.554,0.036,1.153,0.075,0.288,0.019,0.216,0.014,0.504,0.033,153.938
2017,8,115,64,63,0.317,0.64,0.6,0.039,0.554,0.036,1.153,0.075,0.288,0.019,0.216,0.014,0.504,0.033,153.938
2017,8,115,69,58,0.317,0.64,0.6,0.039,0.554,0.036,1.153,0.075,0.288,0.019,0.216,0.014,0.504,0.033,153.938
2017,16,115,81,45,0.312,0.63,0.59,0.038,0.544,0.035,1.134,0.074,0.283,0.018,0.212,0.014,0.495,0.032,153.938
2017,17,115,74,51,0.307,0.63,0.58,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2017,8,115,57,67,0.302,0.62,0.57,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,14,115,70,50,0.283,0.6,0.531,0.035,0.49,0.032,1.021,0.066,0.255,0.017,0.191,0.012,0.446,0.029,153.938
2017,9,115,61,58,0.278,0.6,0.522,0.034,0.482,0.031,1.003,0.065,0.25,0.016,0.188,0.012,0.438,0.028,153.938
2017,16,115,58,50,0.229,0.54,0.424,0.028,0.391,0.025,0.815,0.053,0.203,0.013,0.153,0.01,0.356,0.023,153.938
2017,12,115,59,44,0.208,0.52,0.383,0.025,0.354,0.023,0.737,0.048,0.184,0.012,0.138,0.009,0.322,0.021,153.938
2017,8,115,58,43,0.2,0.51,0.367,0.024,0.339,0.022,0.706,0.046,0.176,0.011,0.132,0.009,0.309,0.02,153.938
2017,17,115,53,45,0.189,0.49,0.344,0.022,0.318,0.021,0.662,0.043,0.165,0.011,0.124,0.008,0.289,0.019,153.938
2017,16,115,70,25,0.177,0.48,0.322,0.021,0.297,0.019,0.62,0.04,0.155,0.01,0.116,0.008,0.271,0.018,153.938
2017,8,115,57,35,0.166,0.46,0.301,0.02,0.278,0.018,0.578,0.038,0.144,0.009,0.108,0.007,0.253,0.016,153.938
2017,14,115,45,46,0.163,0.46,0.294,0.019,0.271,0.018,0.565,0.037,0.141,0.009,0.106,0.007,0.247,0.016,153.938
2017,16,115,50,39,0.156,0.45,0.28,0.018,0.259,0.017,0.539,0.035,0.135,0.009,0.101,0.007,0.235,0.015,153.938
2017,16,115,40,47,0.149,0.44,0.267,0.017,0.246,0.016,0.513,0.033,0.128,0.008,0.096,0.006,0.224,0.015,153.938
2017,16,115,52,35,0.149,0.44,0.267,0.017,0.246,0.016,0.513,0.033,0.128,0.008,0.096,0.006,0.224,0.015,153.938
2017,12,115,55,30,0.142,0.43,0.254,0.016,0.234,0.015,0.488,0.032,0.122,0.008,0.091,0.006,0.213,0.014,153.938
2017,16,115,49,36,0.142,0.43,0.254,0.016,0.234,0.015,0.488,0.032,0.122,0.008,0.091,0.006,0.213,0.014,153.938
2017,17,115,41,43,0.139,0.42,0.248,0.016,0.229,0.015,0.476,0.031,0.119,0.008,0.089,0.006,0.208,0.014,153.938
2017,19,115,41,35,0.113,0.38,0.2,0.013,0.184,0.012,0.384,0.025,0.096,0.006,0.072,0.005,0.168,0.011,153.938
2017,16,115,38,37,0.11,0.38,0.194,0.013,0.179,0.012,0.374,0.024,0.093,0.006,0.07,0.005,0.163,0.011,153.938
2017,8,115,37,29,0.086,0.33,0.148,0.01,0.136,0.009,0.284,0.018,0.071,0.005,0.053,0.003,0.124,0.008,153.938
2017,23,114,201,199,3.142,2,6.986,0.454,6.448,0.419,13.433,0.873,3.353,0.218,2.515,0.163,5.868,0.381,153.938
2017,26,114,151,129,1.539,1.4,3.256,0.212,3.005,0.195,6.262,0.407,1.563,0.102,1.172,0.076,2.735,0.178,153.938
2010,4,114,137,135,1.453,1.36,3.06,0.199,2.825,0.183,5.885,0.382,1.469,0.095,1.102,0.072,2.571,0.167,153.938
2017,27,114,129,88,0.925,1.09,1.887,0.123,1.742,0.113,3.629,0.236,0.906,0.059,0.679,0.044,1.585,0.103,153.938
2017,28,114,72,118,0.709,0.95,1.42,0.092,1.311,0.085,2.731,0.177,0.682,0.044,0.511,0.033,1.193,0.077,153.938
2017,14,114,115,74,0.701,0.95,1.404,0.091,1.296,0.084,2.7,0.175,0.674,0.044,0.505,0.033,1.179,0.077,153.938
2017,14,114,104,64,0.554,0.84,1.091,0.071,1.007,0.065,2.099,0.136,0.524,0.034,0.393,0.026,0.917,0.06,153.938
2017,14,114,114,45,0.496,0.8,0.97,0.063,0.895,0.058,1.865,0.121,0.466,0.03,0.349,0.023,0.815,0.053,153.938
2017,26,114,95,60,0.472,0.78,0.919,0.06,0.848,0.055,1.766,0.115,0.441,0.029,0.331,0.021,0.772,0.05,153.938
2017,9,114,79,74,0.46,0.77,0.893,0.058,0.825,0.054,1.718,0.112,0.429,0.028,0.322,0.021,0.75,0.049,153.938
2010,3,114,81,70,0.448,0.76,0.869,0.056,0.802,0.052,1.67,0.109,0.417,0.027,0.313,0.02,0.73,0.047,153.938
2017,8,114,72,79,0.448,0.76,0.869,0.056,0.802,0.052,1.67,0.109,0.417,0.027,0.313,0.02,0.73,0.047,153.938
2017,8,114,75,72,0.424,0.74,0.82,0.053,0.757,0.049,1.577,0.102,0.394,0.026,0.295,0.019,0.689,0.045,153.938
2017,16,114,75,72,0.424,0.74,0.82,0.053,0.757,0.049,1.577,0.102,0.394,0.026,0.295,0.019,0.689,0.045,153.938
2017,13,114,82,62,0.407,0.72,0.785,0.051,0.724,0.047,1.509,0.098,0.377,0.024,0.282,0.018,0.659,0.043,153.938
2017,5_new,114,32,29,0.073,0.31,0.125,0.05,0.115,0.046,0.24,0.096,0.06,0.024,0.045,0.018,0.105,0.042,25.133
2017,12,114,70,71,0.39,0.71,0.75,0.049,0.692,0.045,1.442,0.094,0.36,0.023,0.27,0.018,0.63,0.041,153.938
2017,28,114,78,59,0.369,0.69,0.705,0.046,0.651,0.042,1.356,0.088,0.339,0.022,0.254,0.016,0.592,0.038,153.938
2017,12,114,71,62,0.347,0.67,0.662,0.043,0.611,0.04,1.273,0.083,0.318,0.021,0.238,0.015,0.556,0.036,153.938
2017,16,114,70,55,0.307,0.63,0.58,0.038,0.535,0.035,1.115,0.072,0.278,0.018,0.209,0.014,0.487,0.032,153.938
2017,14,114,61,59,0.283,0.6,0.531,0.035,0.49,0.032,1.021,0.066,0.255,0.017,0.191,0.012,0.446,0.029,153.938
2017,12,114,51,68,0.278,0.6,0.522,0.034,0.482,0.031,1.003,0.065,0.25,0.016,0.188,0.012,0.438,0.028,153.938
2017,9,114,69,48,0.269,0.59,0.503,0.033,0.464,0.03,0.968,0.063,0.242,0.016,0.181,0.012,0.423,0.027,153.938
2017,9,114,70,41,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
2017,9,114,48,63,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
2017,17,114,61,48,0.233,0.55,0.432,0.028,0.399,0.026,0.832,0.054,0.208,0.013,0.156,0.01,0.363,0.024,153.938
2017,8,114,65,43,0.229,0.54,0.424,0.028,0.391,0.025,0.815,0.053,0.203,0.013,0.153,0.01,0.356,0.023,153.938
2017,9,114,48,57,0.216,0.53,0.399,0.026,0.368,0.024,0.768,0.05,0.192,0.012,0.144,0.009,0.335,0.022,153.938
2017,19,114,69,31,0.196,0.5,0.36,0.023,0.332,0.022,0.691,0.045,0.173,0.011,0.129,0.008,0.302,0.02,153.938
2017,12,114,56,41,0.185,0.49,0.337,0.022,0.311,0.02,0.648,0.042,0.162,0.011,0.121,0.008,0.283,0.018,153.938
2017,17,114,62,33,0.177,0.48,0.322,0.021,0.297,0.019,0.62,0.04,0.155,0.01,0.116,0.008,0.271,0.018,153.938
2017,16,114,54,39,0.17,0.47,0.308,0.02,0.284,0.018,0.592,0.038,0.148,0.01,0.111,0.007,0.259,0.017,153.938
2010,2,113,199,198,3.095,1.99,6.874,0.447,6.345,0.412,13.219,0.859,3.3,0.214,2.474,0.161,5.774,0.375,153.938
2017,29,113,172,140,1.911,1.56,4.105,0.267,3.789,0.246,7.893,0.513,1.97,0.128,1.478,0.096,3.448,0.224,153.938
2010,2,113,186,121,1.851,1.54,3.965,0.258,3.66,0.238,7.625,0.495,1.903,0.124,1.427,0.093,3.331,0.216,153.938
2010,7,113,190,111,1.779,1.51,3.801,0.247,3.509,0.228,7.31,0.475,1.825,0.119,1.368,0.089,3.193,0.207,153.938
2010,4,113,141,102,1.159,1.22,2.404,0.156,2.219,0.144,4.624,0.3,1.154,0.075,0.865,0.056,2.02,0.131,153.938
2017,30,113,99,63,0.515,0.81,1.01,0.131,0.932,0.121,1.941,0.252,0.485,0.063,0.363,0.047,0.848,0.11,76.969
2017,33,113,109,100,0.858,1.05,1.741,0.113,1.607,0.104,3.349,0.218,0.836,0.054,0.627,0.041,1.463,0.095,153.938
2010,6,113,125,70,0.747,0.98,1.501,0.098,1.386,0.09,2.887,0.188,0.721,0.047,0.54,0.035,1.261,0.082,153.938
2017,9,113,106,88,0.739,0.97,1.485,0.096,1.371,0.089,2.855,0.185,0.713,0.046,0.535,0.035,1.247,0.081,153.938
2017,9,113,104,87,0.716,0.96,1.436,0.093,1.326,0.086,2.762,0.179,0.689,0.045,0.517,0.034,1.206,0.078,153.938
2010,5,113,96,84,0.636,0.9,1.265,0.082,1.168,0.076,2.433,0.158,0.607,0.039,0.455,0.03,1.063,0.069,153.938
2017,9,113,98,74,0.581,0.86,1.148,0.075,1.059,0.069,2.207,0.143,0.551,0.036,0.413,0.027,0.964,0.063,153.938
2017,12,113,95,75,0.567,0.85,1.119,0.073,1.033,0.067,2.152,0.14,0.537,0.035,0.403,0.026,0.94,0.061,153.938
2017,13,113,85,85,0.567,0.85,1.119,0.073,1.033,0.067,2.152,0.14,0.537,0.035,0.403,0.026,0.94,0.061,153.938
2017,14,113,102,55,0.484,0.79,0.944,0.061,0.871,0.057,1.816,0.118,0.453,0.029,0.34,0.022,0.793,0.052,153.938
2017,9,113,79,75,0.466,0.77,0.906,0.059,0.836,0.054,1.742,0.113,0.435,0.028,0.326,0.021,0.761,0.049,153.938
2017,1_new,113,36,29,0.083,0.33,0.143,0.057,0.132,0.053,0.275,0.109,0.069,0.027,0.051,0.02,0.12,0.048,25.133
2017,13,113,101,47,0.43,0.74,0.832,0.054,0.768,0.05,1.6,0.104,0.399,0.026,0.3,0.019,0.699,0.045,153.938
2017,9,113,69,77,0.419,0.73,0.808,0.053,0.746,0.048,1.554,0.101,0.388,0.025,0.291,0.019,0.679,0.044,153.938
2017,9,113,65,70,0.358,0.68,0.683,0.044,0.631,0.041,1.314,0.085,0.328,0.021,0.246,0.016,0.574,0.037,153.938
2017,16,113,80,53,0.347,0.67,0.662,0.043,0.611,0.04,1.273,0.083,0.318,0.021,0.238,0.015,0.556,0.036,153.938
2017,8,113,74,58,0.342,0.66,0.651,0.042,0.601,0.039,1.253,0.081,0.313,0.02,0.234,0.015,0.547,0.036,153.938
2017,12,113,75,57,0.342,0.66,0.651,0.042,0.601,0.039,1.253,0.081,0.313,0.02,0.234,0.015,0.547,0.036,153.938
2017,13,113,70,61,0.337,0.66,0.641,0.042,0.592,0.038,1.232,0.08,0.308,0.02,0.231,0.015,0.538,0.035,153.938
2017,14,113,83,48,0.337,0.66,0.641,0.042,0.592,0.038,1.232,0.08,0.308,0.02,0.231,0.015,0.538,0.035,153.938
2017,18,113,49,41,0.159,0.45,0.287,0.037,0.265,0.034,0.552,0.072,0.138,0.018,0.103,0.013,0.241,0.031,76.969
2017,8,113,77,47,0.302,0.62,0.57,0.037,0.526,0.034,1.096,0.071,0.274,0.018,0.205,0.013,0.479,0.031,153.938
2017,16,113,74,49,0.297,0.62,0.56,0.036,0.517,0.034,1.077,0.07,0.269,0.017,0.202,0.013,0.47,0.031,153.938
2017,8,113,59,57,0.264,0.58,0.494,0.032,0.456,0.03,0.95,0.062,0.237,0.015,0.178,0.012,0.415,0.027,153.938
2017,19,113,56,55,0.242,0.56,0.45,0.029,0.415,0.027,0.865,0.056,0.216,0.014,0.162,0.011,0.378,0.025,153.938
