site,year,plot_name,full_plot_name,height_cm,crown_diameter_cm,total_tree_c_kg,total_tree_c_Mg_ha
B,2015,Sample_Plot#05,siteB_2015_plot_05,170,197,5.71,0.23
B,2015,Sample_Plot#05,siteB_2015_plot_05,160,266,10.81,0.43
B,2015,Sample_Plot#05,siteB_2015_plot_05,165,197,5.69,0.23
B,2015,Sample_Plot#05,siteB_2015_plot_05,150,165,3.86,0.15
B,2015,Sample_Plot#05,siteB_2015_plot_05,200,354,19.86,0.79
B,2015,Sample_Plot#05,siteB_2015_plot_05,110,221,7.23,0.29
B,2015,Sample_Plot#05,siteB_2015_plot_05,160,308,14.79,0.59
B,2015,Sample_Plot#05,siteB_2015_plot_05,165,183,4.86,0.19
B,2015,Sample_Plot#05,siteB_2015_plot_05,120,175,4.41,0.18
B,2015,Sample_Plot#05,siteB_2015_plot_05,125,197,5.69,0.23
B,2015,Sample_Plot#05,siteB_2015_plot_05,140,595,60.53,2.42
B,2015,Sample_Plot#06,siteB_2015_plot_06,190,560,53.17,2.13
B,2015,Sample_Plot#06,siteB_2015_plot_06,180,490.00000000000006,39.95,1.6
B,2015,Sample_Plot#06,siteB_2015_plot_06,130,138,2.66,0.11
B,2015,Sample_Plot#06,siteB_2015_plot_06,300,140,2.74,0.11
B,2015,Sample_Plot#06,siteB_2015_plot_06,160,294,13.39,0.54
B,2015,Sample_Plot#06,siteB_2015_plot_06,380,309,14.86,0.59
B,2015,Sample_Plot#06,siteB_2015_plot_06,140,105,1.48,0.06
B,2015,Sample_Plot#06,siteB_2015_plot_06,130,105,1.48,0.06
B,2015,Sample_Plot#06,siteB_2015_plot_06,130,126,2.18,0.09
B,2015,Sample_Plot#06,siteB_2015_plot_06,125,53,0.34,0.01
B,2015,Sample_Plot#06,siteB_2015_plot_06,135,128,2.25,0.09
B,2015,Sample_Plot#06,siteB_2015_plot_06,140,88,1,0.04
B,2015,Sample_Plot#06,siteB_2015_plot_06,130,82,0.88,0.04
B,2015,Sample_Plot#06,siteB_2015_plot_06,120,112.00000000000001,1.7,0.07
B,2015,Sample_Plot#06,siteB_2015_plot_06,225,278,11.9,0.48
B,2015,Sample_Plot#06,siteB_2015_plot_06,63,70,0.62,0.02
B,2015,Sample_Plot#06,siteB_2015_plot_06,90,74,0.69,0.03
B,2015,Sample_Plot#06,siteB_2015_plot_06,80,88,1,0.04
B,2015,Sample_Plot#06,siteB_2015_plot_06,90,84,0.92,0.04
B,2015,Sample_Plot#06,siteB_2015_plot_06,270,299,13.91,0.56
B,2015,Sample_Plot#06,siteB_2015_plot_06,90,72,0.65,0.03
B,2015,Sample_Plot#06,siteB_2015_plot_06,90,102,1.38,0.06
B,2015,Sample_Plot#06,siteB_2015_plot_06,53,74,0.69,0.03
B,2015,Sample_Plot#06,siteB_2015_plot_06,110,112.00000000000001,1.7,0.07
B,2015,Sample_Plot#06,siteB_2015_plot_06,65,81,0.84,0.03
B,2015,Sample_Plot#06,siteB_2015_plot_06,90,133,2.45,0.1
B,2015,Sample_Plot#06,siteB_2015_plot_06,120,81,0.84,0.03
B,2015,Sample_Plot#06,siteB_2015_plot_06,90,84,0.92,0.04
B,2015,Sample_Plot#06,siteB_2015_plot_06,120,81,0.84,0.03
B,2015,Sample_Plot#06,siteB_2015_plot_06,110,60,0.44,0.02
B,2015,Sample_Plot#06,siteB_2015_plot_06,65,60,0.44,0.02
B,2015,Sample_Plot#06,siteB_2015_plot_06,70,102,1.38,0.06
B,2015,Sample_Plot#06,siteB_2015_plot_06,57,98,1.28,0.05
B,2015,Sample_Plot#06,siteB_2015_plot_06,65,63,0.5,0.02
B,2015,Sample_Plot#06,siteB_2015_plot_06,65,115.99999999999999,1.81,0.07
B,2015,Sample_Plot#07,siteB_2015_plot_07,120,371,22.07,0.88
B,2015,Sample_Plot#07,siteB_2015_plot_07,100,137,2.59,0.1
B,2015,Sample_Plot#07,siteB_2015_plot_07,100,144,2.89,0.12
B,2015,Sample_Plot#07,siteB_2015_plot_07,170,238,8.55,0.34
B,2015,Sample_Plot#07,siteB_2015_plot_07,150,214,6.8,0.27
B,2015,Sample_Plot#07,siteB_2015_plot_07,155,227.99999999999997,7.79,0.31
B,2015,Sample_Plot#07,siteB_2015_plot_07,125,182,4.8,0.19
B,2015,Sample_Plot#07,siteB_2015_plot_07,80,151,3.19,0.13
B,2015,Sample_Plot#07,siteB_2015_plot_07,80,144,2.89,0.12
B,2015,Sample_Plot#07,siteB_2015_plot_07,100,133,2.45,0.1
B,2015,Sample_Plot#07,siteB_2015_plot_07,100,112.00000000000001,1.7,0.07
B,2015,Sample_Plot#07,siteB_2015_plot_07,80,105,1.48,0.06
B,2015,Sample_Plot#07,siteB_2015_plot_07,100,109.00000000000001,1.59,0.06
B,2015,Sample_Plot#07,siteB_2015_plot_07,100,102,1.38,0.06
B,2015,Sample_Plot#07,siteB_2015_plot_07,80,95,1.18,0.05
B,2015,Sample_Plot#07,siteB_2015_plot_07,80,102,1.38,0.06
B,2015,Sample_Plot#07,siteB_2015_plot_07,115,200.99999999999997,5.93,0.24
B,2015,Sample_Plot#07,siteB_2015_plot_07,130,130,2.32,0.09
B,2015,Sample_Plot#07,siteB_2015_plot_07,135,151,3.19,0.13
B,2015,Sample_Plot#07,siteB_2015_plot_07,120,193,5.45,0.22
B,2015,Sample_Plot#07,siteB_2015_plot_07,100,91,1.09,0.04
B,2015,Sample_Plot#07,siteB_2015_plot_07,100,105,1.48,0.06
B,2015,Sample_Plot#07,siteB_2015_plot_07,120,115.99999999999999,1.81,0.07
B,2015,Sample_Plot#07,siteB_2015_plot_07,100,165,3.86,0.15
B,2015,Sample_Plot#07,siteB_2015_plot_07,130,404,26.37,1.05
B,2015,Sample_Plot#07,siteB_2015_plot_07,200,308,14.79,0.59
B,2015,Sample_Plot#07,siteB_2015_plot_07,80,84,0.92,0.04
B,2015,Sample_Plot#07,siteB_2015_plot_07,100,196,5.62,0.22
B,2015,Sample_Plot#07,siteB_2015_plot_07,80,140,2.74,0.11
B,2015,Sample_Plot#07,siteB_2015_plot_07,75,88,1,0.04
B,2015,Sample_Plot#07,siteB_2015_plot_07,105,200,5.84,0.23
B,2015,Sample_Plot#07,siteB_2015_plot_07,150,308,14.79,0.59
B,2015,Sample_Plot#07,siteB_2015_plot_07,90,91,1.09,0.04
B,2015,Sample_Plot#07,siteB_2015_plot_07,177,302,14.22,0.57
B,2015,Sample_Plot#07,siteB_2015_plot_07,90,81,0.84,0.03
B,2016,Sample_Plot#01,siteB_2016_plot_01,130,194,5.51,0.22
B,2016,Sample_Plot#01,siteB_2016_plot_01,150,165,3.91,0.16
B,2016,Sample_Plot#01,siteB_2016_plot_01,180,323,16.37,0.65
B,2016,Sample_Plot#01,siteB_2016_plot_01,200,327,16.75,0.67
B,2016,Sample_Plot#01,siteB_2016_plot_01,140,95,1.21,0.05
B,2016,Sample_Plot#01,siteB_2016_plot_01,95,108,1.58,0.06
B,2016,Sample_Plot#01,siteB_2016_plot_01,110,102,1.38,0.06
B,2016,Sample_Plot#01,siteB_2016_plot_01,120,99,1.29,0.05
B,2016,Sample_Plot#01,siteB_2016_plot_01,130,118,1.89,0.08
B,2016,Sample_Plot#01,siteB_2016_plot_01,140,110.00000000000001,1.63,0.07
B,2016,Sample_Plot#01,siteB_2016_plot_01,105,112.99999999999999,1.73,0.07
B,2016,Sample_Plot#01,siteB_2016_plot_01,150,225.99999999999997,7.62,0.3
B,2016,Sample_Plot#01,siteB_2016_plot_01,120,112.00000000000001,1.7,0.07
B,2016,Sample_Plot#01,siteB_2016_plot_01,110,111.00000000000001,1.66,0.07
B,2016,Sample_Plot#01,siteB_2016_plot_01,135,115.99999999999999,1.83,0.07
B,2016,Sample_Plot#01,siteB_2016_plot_01,125,236,8.33,0.33
B,2016,Sample_Plot#01,siteB_2016_plot_01,115,114.99999999999999,1.78,0.07
B,2016,Sample_Plot#01,siteB_2016_plot_01,99,105,1.48,0.06
B,2016,Sample_Plot#02,siteB_2016_plot_02,230,223,7.39,0.3
B,2016,Sample_Plot#02,siteB_2016_plot_02,170,95,1.21,0.05
B,2016,Sample_Plot#02,siteB_2016_plot_02,140,127,2.23,0.09
B,2016,Sample_Plot#02,siteB_2016_plot_02,160,191,5.31,0.21
B,2016,Sample_Plot#02,siteB_2016_plot_02,180,206.99999999999997,6.31,0.25
B,2016,Sample_Plot#02,siteB_2016_plot_02,170,250.99999999999997,9.58,0.38
B,2016,Sample_Plot#02,siteB_2016_plot_02,140,95,1.21,0.05
B,2016,Sample_Plot#02,siteB_2016_plot_02,165,200.99999999999997,5.9,0.24
B,2016,Sample_Plot#02,siteB_2016_plot_02,140,95,1.21,0.05
B,2016,Sample_Plot#02,siteB_2016_plot_02,135,137,2.61,0.1
B,2016,Sample_Plot#02,siteB_2016_plot_02,140,95,1.21,0.05
B,2016,Sample_Plot#02,siteB_2016_plot_02,150,258,10.1,0.4
B,2016,Sample_Plot#02,siteB_2016_plot_02,140,223,7.39,0.3
B,2016,Sample_Plot#02,siteB_2016_plot_02,140,254.99999999999997,9.84,0.39
B,2016,Sample_Plot#02,siteB_2016_plot_02,135,194,5.51,0.22
B,2016,Sample_Plot#02,siteB_2016_plot_02,140,159,3.6,0.14
B,2016,Sample_Plot#02,siteB_2016_plot_02,140,194,5.51,0.22
B,2016,Sample_Plot#02,siteB_2016_plot_02,130,191,5.31,0.21
B,2016,Sample_Plot#02,siteB_2016_plot_02,130,153,3.3,0.13
B,2016,Sample_Plot#02,siteB_2016_plot_02,125,94,1.16,0.05
B,2016,Sample_Plot#02,siteB_2016_plot_02,125,111.00000000000001,1.68,0.07
B,2016,Sample_Plot#02,siteB_2016_plot_02,130,337,17.96,0.72
B,2016,Sample_Plot#02,siteB_2016_plot_02,130,165,3.91,0.16
B,2016,Sample_Plot#02,siteB_2016_plot_02,130,89,1.04,0.04
B,2016,Sample_Plot#02,siteB_2016_plot_02,130,290,12.96,0.52
B,2016,Sample_Plot#02,siteB_2016_plot_02,125,264,10.64,0.43
B,2016,Sample_Plot#02,siteB_2016_plot_02,130,223,7.39,0.3
B,2016,Sample_Plot#02,siteB_2016_plot_02,130,188,5.13,0.21
B,2016,Sample_Plot#02,siteB_2016_plot_02,125,105,1.48,0.06
B,2016,Sample_Plot#02,siteB_2016_plot_02,130,178,4.59,0.18
B,2016,Sample_Plot#02,siteB_2016_plot_02,90,134,2.48,0.1
B,2016,Sample_Plot#02,siteB_2016_plot_02,85,111.00000000000001,1.68,0.07
B,2016,Sample_Plot#02,siteB_2016_plot_02,90,108,1.58,0.06
B,2016,Sample_Plot#03,siteB_2016_plot_03,90,172,4.24,0.17
B,2016,Sample_Plot#03,siteB_2016_plot_03,105,150,3.15,0.13
B,2016,Sample_Plot#03,siteB_2016_plot_03,130,146,3.01,0.12
B,2016,Sample_Plot#03,siteB_2016_plot_03,150,413.99999999999994,27.8,1.11
B,2016,Sample_Plot#03,siteB_2016_plot_03,130,350,19.45,0.78
B,2016,Sample_Plot#03,siteB_2016_plot_03,100,239,8.57,0.34
B,2016,Sample_Plot#03,siteB_2016_plot_03,145,86,0.96,0.04
B,2016,Sample_Plot#03,siteB_2016_plot_03,80,213,6.73,0.27
B,2016,Sample_Plot#03,siteB_2016_plot_03,70,121,2,0.08
B,2016,Sample_Plot#03,siteB_2016_plot_03,80,111.00000000000001,1.68,0.07
B,2016,Sample_Plot#03,siteB_2016_plot_03,100,127,2.23,0.09
B,2016,Sample_Plot#03,siteB_2016_plot_03,100,80,0.82,0.03
B,2016,Sample_Plot#03,siteB_2016_plot_03,100,67,0.56,0.02
B,2016,Sample_Plot#03,siteB_2016_plot_03,100,156,3.45,0.14
B,2016,Sample_Plot#03,siteB_2016_plot_03,75,83,0.89,0.04
B,2016,Sample_Plot#03,siteB_2016_plot_03,120,92,1.12,0.04
B,2016,Sample_Plot#03,siteB_2016_plot_03,55,99,1.29,0.05
B,2016,Sample_Plot#03,siteB_2016_plot_03,100,191,5.31,0.21
B,2016,Sample_Plot#03,siteB_2016_plot_03,110,130,2.35,0.09
B,2016,Sample_Plot#03,siteB_2016_plot_03,100,92,1.12,0.04
B,2016,Sample_Plot#03,siteB_2016_plot_03,100,67,0.56,0.02
B,2016,Sample_Plot#04,siteB_2016_plot_04,86,113.99999999999999,1.75,0.07
B,2016,Sample_Plot#04,siteB_2016_plot_04,55,119,1.93,0.08
B,2016,Sample_Plot#04,siteB_2016_plot_04,145,110.00000000000001,1.63,0.07
B,2016,Sample_Plot#04,siteB_2016_plot_04,64,112.99999999999999,1.73,0.07
B,2016,Sample_Plot#04,siteB_2016_plot_04,135,293,13.25,0.53
B,2016,Sample_Plot#04,siteB_2016_plot_04,146,271,11.21,0.45
B,2016,Sample_Plot#04,siteB_2016_plot_04,97,113.99999999999999,1.75,0.07
B,2016,Sample_Plot#04,siteB_2016_plot_04,145,280,12.04,0.48
B,2016,Sample_Plot#04,siteB_2016_plot_04,86,110.00000000000001,1.63,0.07
B,2016,Sample_Plot#04,siteB_2016_plot_04,69,114.99999999999999,1.8,0.07
B,2016,Sample_Plot#04,siteB_2016_plot_04,57,123,2.07,0.08
B,2016,Sample_Plot#04,siteB_2016_plot_04,87,108,1.57,0.06
B,2016,Sample_Plot#04,siteB_2016_plot_04,76,118,1.89,0.08
B,2016,Sample_Plot#04,siteB_2016_plot_04,145,112.00000000000001,1.69,0.07
B,2016,Sample_Plot#04,siteB_2016_plot_04,63,280,12.09,0.48
B,2016,Sample_Plot#04,siteB_2016_plot_04,135,167,3.98,0.16
B,2016,Sample_Plot#04,siteB_2016_plot_04,110,332,17.32,0.69
B,2016,Sample_Plot#04,siteB_2016_plot_04,60,215,6.86,0.27
B,2016,Sample_Plot#04,siteB_2016_plot_04,90,110.00000000000001,1.64,0.07
B,2016,Sample_Plot#06,siteB_2016_plot_06,240,525,46.31,1.85
B,2016,Sample_Plot#06,siteB_2016_plot_06,150,165,3.88,0.16
B,2016,Sample_Plot#06,siteB_2016_plot_06,150,350,19.45,0.78
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,163,3.79,0.15
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,204,6.1,0.24
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,169,4.09,0.16
B,2016,Sample_Plot#06,siteB_2016_plot_06,200,312,15.19,0.61
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,143,2.87,0.11
B,2016,Sample_Plot#06,siteB_2016_plot_06,160,286,12.66,0.51
B,2016,Sample_Plot#06,siteB_2016_plot_06,190,216,6.95,0.28
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,225.99999999999997,7.62,0.3
B,2016,Sample_Plot#06,siteB_2016_plot_06,150,231.99999999999997,8.09,0.32
B,2016,Sample_Plot#06,siteB_2016_plot_06,200,210,6.52,0.26
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,165,3.91,0.16
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,242,8.81,0.35
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,140,2.74,0.11
B,2016,Sample_Plot#06,siteB_2016_plot_06,200,290,12.96,0.52
B,2016,Sample_Plot#06,siteB_2016_plot_06,160,277,11.77,0.47
B,2016,Sample_Plot#06,siteB_2016_plot_06,190,213,6.73,0.27
B,2016,Sample_Plot#06,siteB_2016_plot_06,150,188,5.13,0.21
B,2016,Sample_Plot#06,siteB_2016_plot_06,135,197,5.7,0.23
B,2016,Sample_Plot#06,siteB_2016_plot_06,150,245.00000000000003,9.06,0.36
B,2016,Sample_Plot#06,siteB_2016_plot_06,170,225.99999999999997,7.62,0.3
B,2016,Sample_Plot#06,siteB_2016_plot_06,180,194,5.51,0.22
B,2016,Sample_Plot#06,siteB_2016_plot_06,150,213,6.73,0.27
B,2016,Sample_Plot#06,siteB_2016_plot_06,150,197,5.7,0.23
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,165,3.91,0.16
B,2016,Sample_Plot#06,siteB_2016_plot_06,150,194,5.51,0.22
B,2016,Sample_Plot#06,siteB_2016_plot_06,135,159,3.6,0.14
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,156,3.46,0.14
B,2016,Sample_Plot#06,siteB_2016_plot_06,170,206.99999999999997,6.31,0.25
B,2016,Sample_Plot#06,siteB_2016_plot_06,135,160,3.66,0.15
B,2016,Sample_Plot#06,siteB_2016_plot_06,142,167,4.01,0.16
B,2016,Sample_Plot#06,siteB_2016_plot_06,180,420,28.73,1.15
B,2016,Sample_Plot#06,siteB_2016_plot_06,170,129,2.29,0.09
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,239,8.57,0.34
B,2016,Sample_Plot#06,siteB_2016_plot_06,130,80,0.82,0.03
B,2016,Sample_Plot#06,siteB_2016_plot_06,130,92,1.12,0.04
B,2016,Sample_Plot#06,siteB_2016_plot_06,100,156,3.45,0.14
B,2016,Sample_Plot#06,siteB_2016_plot_06,130,146,3.01,0.12
B,2016,Sample_Plot#06,siteB_2016_plot_06,100,70,0.62,0.02
B,2016,Sample_Plot#06,siteB_2016_plot_06,80,94,1.16,0.05
B,2016,Sample_Plot#06,siteB_2016_plot_06,100,78,0.78,0.03
B,2016,Sample_Plot#06,siteB_2016_plot_06,100,91,1.09,0.04
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,81,0.85,0.03
B,2016,Sample_Plot#06,siteB_2016_plot_06,130,143,2.87,0.11
B,2016,Sample_Plot#06,siteB_2016_plot_06,100,95,1.21,0.05
B,2016,Sample_Plot#06,siteB_2016_plot_06,130,65,0.53,0.02
B,2016,Sample_Plot#06,siteB_2016_plot_06,70,72,0.65,0.03
B,2016,Sample_Plot#06,siteB_2016_plot_06,100,80,0.82,0.03
B,2016,Sample_Plot#06,siteB_2016_plot_06,100,108,1.58,0.06
B,2016,Sample_Plot#06,siteB_2016_plot_06,140,78,0.78,0.03
B,2016,Sample_Plot#06,siteB_2016_plot_06,80,72,0.65,0.03
B,2016,Sample_Plot#06,siteB_2016_plot_06,100,110.00000000000001,1.63,0.07
B,2016,Sample_Plot#06,siteB_2016_plot_06,80,115.99999999999999,1.83,0.07
B,2016,Sample_Plot#06,siteB_2016_plot_06,90,150,3.15,0.13
B,2016,Sample_Plot#07,siteB_2016_plot_07,85,90,1.06,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,123,135,2.53,0.1
B,2016,Sample_Plot#07,siteB_2016_plot_07,95,126,2.18,0.09
B,2016,Sample_Plot#07,siteB_2016_plot_07,143,114.99999999999999,1.8,0.07
B,2016,Sample_Plot#07,siteB_2016_plot_07,78,94,1.17,0.05
B,2016,Sample_Plot#07,siteB_2016_plot_07,145,128,2.26,0.09
B,2016,Sample_Plot#07,siteB_2016_plot_07,75,329,17.07,0.68
B,2016,Sample_Plot#07,siteB_2016_plot_07,95,158,3.54,0.14
B,2016,Sample_Plot#07,siteB_2016_plot_07,110,105,1.48,0.06
B,2016,Sample_Plot#07,siteB_2016_plot_07,156,190,5.26,0.21
B,2016,Sample_Plot#07,siteB_2016_plot_07,70,109.00000000000001,1.6,0.06
B,2016,Sample_Plot#07,siteB_2016_plot_07,85,102,1.39,0.06
B,2016,Sample_Plot#07,siteB_2016_plot_07,75,86,0.96,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,115,105,1.48,0.06
B,2016,Sample_Plot#07,siteB_2016_plot_07,95,86,0.96,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,145,215,6.85,0.27
B,2016,Sample_Plot#07,siteB_2016_plot_07,142,110.00000000000001,1.63,0.07
B,2016,Sample_Plot#07,siteB_2016_plot_07,95,108,1.57,0.06
B,2016,Sample_Plot#07,siteB_2016_plot_07,74,86,0.96,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,120,128,2.26,0.09
B,2016,Sample_Plot#07,siteB_2016_plot_07,70,90,1.06,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,105,112.00000000000001,1.7,0.07
B,2016,Sample_Plot#07,siteB_2016_plot_07,120,155,3.4,0.14
B,2016,Sample_Plot#07,siteB_2016_plot_07,75,88,1.01,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,114,160,3.64,0.15
B,2016,Sample_Plot#07,siteB_2016_plot_07,110,145,2.95,0.12
B,2016,Sample_Plot#07,siteB_2016_plot_07,135,110.00000000000001,1.63,0.07
B,2016,Sample_Plot#07,siteB_2016_plot_07,155,247.00000000000003,9.24,0.37
B,2016,Sample_Plot#07,siteB_2016_plot_07,175,148,3.08,0.12
B,2016,Sample_Plot#07,siteB_2016_plot_07,95,120,1.97,0.08
B,2016,Sample_Plot#07,siteB_2016_plot_07,97,91,1.09,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,94,105,1.48,0.06
B,2016,Sample_Plot#07,siteB_2016_plot_07,73,94,1.17,0.05
B,2016,Sample_Plot#07,siteB_2016_plot_07,63,84,0.92,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,54,85,0.94,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,64,85,0.94,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,97,88,1.01,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,92,90,1.06,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,64,134,2.49,0.1
B,2016,Sample_Plot#07,siteB_2016_plot_07,124,138,2.65,0.11
B,2016,Sample_Plot#07,siteB_2016_plot_07,143,148,3.08,0.12
B,2016,Sample_Plot#07,siteB_2016_plot_07,130,108,1.57,0.06
B,2016,Sample_Plot#07,siteB_2016_plot_07,88,84,0.92,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,72,106,1.51,0.06
B,2016,Sample_Plot#07,siteB_2016_plot_07,92,84,0.92,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,93,104,1.45,0.06
B,2016,Sample_Plot#07,siteB_2016_plot_07,73,84,0.92,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,84,92,1.11,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,73,112.00000000000001,1.7,0.07
B,2016,Sample_Plot#07,siteB_2016_plot_07,114,174,4.36,0.17
B,2016,Sample_Plot#07,siteB_2016_plot_07,152,128,2.26,0.09
B,2016,Sample_Plot#07,siteB_2016_plot_07,108,142,2.82,0.11
B,2016,Sample_Plot#07,siteB_2016_plot_07,115,175,4.41,0.18
B,2016,Sample_Plot#07,siteB_2016_plot_07,108,94,1.17,0.05
B,2016,Sample_Plot#07,siteB_2016_plot_07,73,94,1.17,0.05
B,2016,Sample_Plot#07,siteB_2016_plot_07,84,105,1.48,0.06
B,2016,Sample_Plot#07,siteB_2016_plot_07,93,134,2.49,0.1
B,2016,Sample_Plot#07,siteB_2016_plot_07,81,113.99999999999999,1.76,0.07
B,2016,Sample_Plot#07,siteB_2016_plot_07,97,112.99999999999999,1.73,0.07
B,2016,Sample_Plot#07,siteB_2016_plot_07,107,124,2.11,0.08
B,2016,Sample_Plot#07,siteB_2016_plot_07,96,108,1.57,0.06
B,2016,Sample_Plot#07,siteB_2016_plot_07,64,112.00000000000001,1.7,0.07
B,2016,Sample_Plot#07,siteB_2016_plot_07,71,95,1.19,0.05
B,2016,Sample_Plot#07,siteB_2016_plot_07,93,125,2.15,0.09
B,2016,Sample_Plot#07,siteB_2016_plot_07,84,98,1.27,0.05
B,2016,Sample_Plot#07,siteB_2016_plot_07,88,105,1.48,0.06
B,2016,Sample_Plot#07,siteB_2016_plot_07,88,97,1.25,0.05
B,2016,Sample_Plot#07,siteB_2016_plot_07,93,86,0.96,0.04
B,2016,Sample_Plot#07,siteB_2016_plot_07,62,110.00000000000001,1.63,0.07
B,2016,Sample_Plot#07,siteB_2016_plot_07,62,103,1.42,0.06
B,2016,Sample_Plot#08,siteB_2016_plot_08,90,108,1.57,0.06
B,2016,Sample_Plot#08,siteB_2016_plot_08,75,85,0.94,0.04
B,2016,Sample_Plot#08,siteB_2016_plot_08,67,110.00000000000001,1.63,0.07
B,2016,Sample_Plot#08,siteB_2016_plot_08,97,104,1.45,0.06
B,2016,Sample_Plot#08,siteB_2016_plot_08,130,154,3.35,0.13
B,2016,Sample_Plot#08,siteB_2016_plot_08,130,148,3.08,0.12
B,2016,Sample_Plot#08,siteB_2016_plot_08,130,330,17.13,0.69
B,2016,Sample_Plot#08,siteB_2016_plot_08,180,229.99999999999997,7.91,0.32
B,2016,Sample_Plot#08,siteB_2016_plot_08,170,210,6.51,0.26
B,2016,Sample_Plot#08,siteB_2016_plot_08,140,100,1.33,0.05
B,2016,Sample_Plot#08,siteB_2016_plot_08,132,182,4.8,0.19
B,2016,Sample_Plot#08,siteB_2016_plot_08,147,280,12.06,0.48
B,2016,Sample_Plot#08,siteB_2016_plot_08,110,84,0.92,0.04
B,2016,Sample_Plot#08,siteB_2016_plot_08,83,130,2.33,0.09
B,2016,Sample_Plot#08,siteB_2016_plot_08,175,200,5.87,0.23
B,2016,Sample_Plot#08,siteB_2016_plot_08,140,120,1.97,0.08
B,2016,Sample_Plot#08,siteB_2016_plot_08,115,130,2.33,0.09
B,2016,Sample_Plot#08,siteB_2016_plot_08,110,80,0.83,0.03
B,2016,Sample_Plot#08,siteB_2016_plot_08,96,107,1.54,0.06
B,2016,Sample_Plot#08,siteB_2016_plot_08,132,112.99999999999999,1.73,0.07
B,2016,Sample_Plot#08,siteB_2016_plot_08,200,270,11.15,0.45
B,2016,Sample_Plot#08,siteB_2016_plot_08,102,130,2.33,0.09
B,2016,Sample_Plot#08,siteB_2016_plot_08,110,88,1.01,0.04
B,2016,Sample_Plot#08,siteB_2016_plot_08,68,84,0.92,0.04
B,2016,Sample_Plot#08,siteB_2016_plot_08,100,106,1.51,0.06
B,2016,Sample_Plot#08,siteB_2016_plot_08,108,120,1.97,0.08
B,2016,Sample_Plot#08,siteB_2016_plot_08,90,97,1.25,0.05
B,2016,Sample_Plot#08,siteB_2016_plot_08,137,110.00000000000001,1.63,0.07
B,2016,Sample_Plot#08,siteB_2016_plot_08,77,79,0.8,0.03
B,2016,Sample_Plot#08,siteB_2016_plot_08,87,88,1.01,0.04
B,2016,Sample_Plot#08,siteB_2016_plot_08,100,130,2.33,0.09
B,2016,Sample_Plot#08,siteB_2016_plot_08,75,125,2.15,0.09
B,2016,Sample_Plot#08,siteB_2016_plot_08,75,88,1.01,0.04
B,2016,Sample_Plot#08,siteB_2016_plot_08,113,194,5.5,0.22
B,2016,Sample_Plot#08,siteB_2016_plot_08,73,128,2.26,0.09
B,2016,Sample_Plot#08,siteB_2016_plot_08,123,145,2.95,0.12
B,2016,Sample_Plot#08,siteB_2016_plot_08,97,110.00000000000001,1.63,0.07
B,2016,Sample_Plot#08,siteB_2016_plot_08,120,150,3.17,0.13
B,2016,Sample_Plot#08,siteB_2016_plot_08,85,78,0.78,0.03
B,2016,Sample_Plot#08,siteB_2016_plot_08,120,114.99999999999999,1.8,0.07
B,2016,Sample_Plot#08,siteB_2016_plot_08,88,77,0.76,0.03
B,2016,Sample_Plot#08,siteB_2016_plot_08,136,143,2.86,0.11
B,2016,Sample_Plot#08,siteB_2016_plot_08,82,90,1.06,0.04
B,2016,Sample_Plot#08,siteB_2016_plot_08,110,118,1.9,0.08
B,2016,Sample_Plot#08,siteB_2016_plot_08,114,78,0.78,0.03
B,2016,Sample_Plot#08,siteB_2016_plot_08,106,120,1.97,0.08
B,2016,Sample_Plot#08,siteB_2016_plot_08,92,105,1.48,0.06
B,2016,Sample_Plot#08,siteB_2016_plot_08,72,70,0.62,0.02
B,2016,Sample_Plot#08,siteB_2016_plot_08,122,127,2.22,0.09
B,2016,Sample_Plot#08,siteB_2016_plot_08,113,167,3.99,0.16
B,2016,Sample_Plot#08,siteB_2016_plot_08,126,157,3.5,0.14
