site,year,plot_name,full_plot_name,height_cm,crown_diameter_cm,total_tree_c_kg,total_tree_c_Mg_ha
A,2017,Sample_Plot#28,siteA_2017_plot_28,105,77,0.75,0.049
A,2017,Sample_Plot#19,siteA_2017_plot_19,105,75,0.709,0.046
A,2017,Sample_Plot#12,siteA_2017_plot_12,105,74,0.699,0.045
A,2017,Sample_Plot#09,siteA_2017_plot_09,105,73,0.669,0.043
A,2010,Sample_Plot#04,siteA_2010_plot_04,105,72,0.659,0.043
A,2017,Sample_Plot#09,siteA_2017_plot_09,105,72,0.659,0.043
A,2017,Sample_Plot#08,siteA_2017_plot_08,105,72,0.649,0.042
A,2017,Sample_Plot#14,siteA_2017_plot_14,105,70,0.611,0.04
A,2017,Sample_Plot#12,siteA_2017_plot_12,105,68,0.574,0.037
A,2017,Sample_Plot#09,siteA_2017_plot_09,105,66,0.547,0.036
A,2017,Sample_Plot#12,siteA_2017_plot_12,105,66,0.538,0.035
A,2017,Sample_Plot#23,siteA_2017_plot_23,105,66,0.538,0.035
A,2010,Sample_Plot#01,siteA_2010_plot_01,105,65,0.53,0.034
A,2017,Sample_Plot#09,siteA_2017_plot_09,105,64,0.504,0.033
A,2017,Sample_Plot#17,siteA_2017_plot_17,105,63,0.495,0.032
A,2017,Sample_Plot#13,siteA_2017_plot_13,105,63,0.487,0.032
A,2017,Sample_Plot#14,siteA_2017_plot_14,105,61,0.454,0.03
A,2017,Sample_Plot#16,siteA_2017_plot_16,105,59,0.423,0.027
A,2017,Sample_Plot#16,siteA_2017_plot_16,105,57.99999999999999,0.407,0.026
A,2017,Sample_Plot#12,siteA_2017_plot_12,105,56.00000000000001,0.385,0.025
A,2017,Sample_Plot#14,siteA_2017_plot_14,105,56.00000000000001,0.385,0.025
A,2017,Sample_Plot#17,siteA_2017_plot_17,105,56.00000000000001,0.385,0.025
A,2017,Sample_Plot#09,siteA_2017_plot_09,105,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#13,siteA_2017_plot_13,105,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#17,siteA_2017_plot_17,105,55.00000000000001,0.363,0.024
A,2017,Sample_Plot#09,siteA_2017_plot_09,105,54,0.356,0.023
A,2017,Sample_Plot#16,siteA_2017_plot_16,105,54,0.356,0.023
A,2017,Sample_Plot#14,siteA_2017_plot_14,105,54,0.349,0.023
A,2017,Sample_Plot#12,siteA_2017_plot_12,105,53,0.342,0.022
A,2017,Sample_Plot#17,siteA_2017_plot_17,105,53,0.342,0.022
A,2017,Sample_Plot#17,siteA_2017_plot_17,105,53,0.335,0.022
A,2017,Sample_Plot#09,siteA_2017_plot_09,105,52,0.322,0.021
A,2017,Sample_Plot#14,siteA_2017_plot_14,105,52,0.322,0.021
A,2017,Sample_Plot#16,siteA_2017_plot_16,105,51,0.309,0.02
A,2017,Sample_Plot#17,siteA_2017_plot_17,105,51,0.309,0.02
A,2017,Sample_Plot#09,siteA_2017_plot_09,105,50,0.302,0.02
A,2017,Sample_Plot#16,siteA_2017_plot_16,105,50,0.296,0.019
A,2017,Sample_Plot#14,siteA_2017_plot_14,105,48,0.271,0.018
A,2017,Sample_Plot#16,siteA_2017_plot_16,105,48,0.271,0.018
A,2017,Sample_Plot#17,siteA_2017_plot_17,105,48,0.271,0.018
A,2017,Sample_Plot#12,siteA_2017_plot_12,105,47,0.259,0.017
A,2017,Sample_Plot#28,siteA_2017_plot_28,105,46,0.247,0.016
A,2017,Sample_Plot#14,siteA_2017_plot_14,105,45,0.241,0.016
A,2017,Sample_Plot#08,siteA_2017_plot_08,105,44,0.23,0.015
A,2017,Sample_Plot#12,siteA_2017_plot_12,105,42,0.208,0.014
A,2017,Sample_Plot#16,siteA_2017_plot_16,105,41,0.198,0.013
A,2017,Sample_Plot#12,siteA_2017_plot_12,105,41,0.192,0.012
A,2017,Sample_Plot#08,siteA_2017_plot_08,105,40,0.187,0.012
A,2017,Sample_Plot#16,siteA_2017_plot_16,105,40,0.187,0.012
A,2017,Sample_Plot#17,siteA_2017_plot_17,105,40,0.187,0.012
A,2017,Sample_Plot#17,siteA_2017_plot_17,105,38,0.168,0.011
A,2010,Sample_Plot#05,siteA_2010_plot_05,105,37,0.159,0.01
A,2017,Sample_Plot#16,siteA_2017_plot_16,105,30,0.098,0.006
A,2010,Sample_Plot#05,siteA_2010_plot_05,104,198,5.712,0.371
A,2017,Sample_Plot#28,siteA_2017_plot_28,104,115.99999999999999,1.812,0.118
A,2017,Sample_Plot#29,siteA_2017_plot_29,104,113.99999999999999,1.762,0.114
A,2017,Sample_Plot#27,siteA_2017_plot_27,104,112.99999999999999,1.713,0.111
A,2010,Sample_Plot#01,siteA_2010_plot_01,104,104,1.433,0.093
A,2010,Sample_Plot#04,siteA_2010_plot_04,104,87,0.988,0.064
A,2017,Sample_Plot#13,siteA_2017_plot_13,104,86,0.952,0.062
A,2017,Sample_Plot#09,siteA_2017_plot_09,104,83,0.893,0.058
A,2017,Sample_Plot#09,siteA_2017_plot_09,104,81,0.848,0.055
A,2017,Sample_Plot#35,siteA_2017_plot_35,104,76,0.74,0.048
A,2017,Sample_Plot#26,siteA_2017_plot_26,104,76,0.73,0.047
A,2017,Sample_Plot#08,siteA_2017_plot_08,104,74,0.689,0.045
A,2017,Sample_Plot#16,siteA_2017_plot_16,104,69,0.602,0.039
A,2017,Sample_Plot#12,siteA_2017_plot_12,104,68,0.574,0.037
A,2017,Sample_Plot#13,siteA_2017_plot_13,104,67,0.565,0.037
A,2017,Sample_Plot#08,siteA_2017_plot_08,104,65,0.521,0.034
A,2017,Sample_Plot#13,siteA_2017_plot_13,104,62,0.479,0.031
A,2017,Sample_Plot#09,siteA_2017_plot_09,104,60,0.446,0.029
A,2017,Sample_Plot#14,siteA_2017_plot_14,104,60,0.446,0.029
A,2017,Sample_Plot#09,siteA_2017_plot_09,104,56.99999999999999,0.4,0.026
A,2017,Sample_Plot#08,siteA_2017_plot_08,104,56.99999999999999,0.392,0.025
A,2017,Sample_Plot#09,siteA_2017_plot_09,104,56.99999999999999,0.392,0.025
A,2017,Sample_Plot#08,siteA_2017_plot_08,104,56.00000000000001,0.385,0.025
A,2017,Sample_Plot#09,siteA_2017_plot_09,104,53,0.342,0.022
A,2010,Sample_Plot#05,siteA_2010_plot_05,104,52,0.328,0.021
A,2017,Sample_Plot#12,siteA_2017_plot_12,104,51,0.309,0.02
A,2017,Sample_Plot#16,siteA_2017_plot_16,104,49,0.289,0.019
A,2017,Sample_Plot#16,siteA_2017_plot_16,104,48,0.277,0.018
A,2017,Sample_Plot#12,siteA_2017_plot_12,104,46,0.253,0.016
A,2017,Sample_Plot#17,siteA_2017_plot_17,104,46,0.253,0.016
A,2017,Sample_Plot#08,siteA_2017_plot_08,104,46,0.247,0.016
A,2017,Sample_Plot#16,siteA_2017_plot_16,104,44,0.23,0.015
A,2017,Sample_Plot#17,siteA_2017_plot_17,104,43,0.213,0.014
A,2017,Sample_Plot#16,siteA_2017_plot_16,104,42,0.203,0.013
A,2017,Sample_Plot#16,siteA_2017_plot_16,104,40,0.187,0.012
A,2017,Sample_Plot#16,siteA_2017_plot_16,104,40,0.187,0.012
A,2017,Sample_Plot#17,siteA_2017_plot_17,104,40,0.187,0.012
A,2017,Sample_Plot#12,siteA_2017_plot_12,104,40,0.182,0.012
A,2017,Sample_Plot#16,siteA_2017_plot_16,104,39,0.177,0.012
A,2017,Sample_Plot#16,siteA_2017_plot_16,104,37,0.154,0.01
A,2017,Sample_Plot#08,siteA_2017_plot_08,104,36,0.145,0.009
A,2017,Sample_Plot#16,siteA_2017_plot_16,104,34,0.128,0.008
A,2017,Sample_Plot#12,siteA_2017_plot_12,104,28.000000000000004,0.085,0.006
A,2017,Sample_Plot#08,siteA_2017_plot_08,103,345,18.845,1.224
A,2017,Sample_Plot#34,siteA_2017_plot_34,103,114.99999999999999,1.779,0.116
A,2017,Sample_Plot#32,siteA_2017_plot_32,103,112.00000000000001,1.68,0.109
A,2017,Sample_Plot#29,siteA_2017_plot_29,103,107,1.539,0.1
A,2010,Sample_Plot#03,siteA_2010_plot_03,103,106,1.508,0.098
A,2017,Sample_Plot#13,siteA_2017_plot_13,103,96,1.206,0.078
A,2010,Sample_Plot#07,siteA_2010_plot_07,103,83,0.893,0.058
A,2017,Sample_Plot#26,siteA_2017_plot_26,103,81,0.837,0.054
A,2010,Sample_Plot#04,siteA_2010_plot_04,103,80,0.826,0.054
A,2017,Sample_Plot#35,siteA_2017_plot_35,103,80,0.826,0.054
A,2017,Sample_Plot#12,siteA_2017_plot_12,103,80,0.815,0.053
A,2017,Sample_Plot#29,siteA_2017_plot_29,103,75,0.709,0.046
A,2017,Sample_Plot#12,siteA_2017_plot_12,103,74,0.689,0.045
A,2017,Sample_Plot#27,siteA_2017_plot_27,103,73,0.679,0.044
A,2010,Sample_Plot#02,siteA_2010_plot_02,103,69,0.602,0.039
A,2017,Sample_Plot#13,siteA_2017_plot_13,103,69,0.592,0.038
A,2017,Sample_Plot#14,siteA_2017_plot_14,103,69,0.592,0.038
A,2017,Sample_Plot#08,siteA_2017_plot_08,103,65,0.53,0.034
A,2017,Sample_Plot#14,siteA_2017_plot_14,103,64,0.512,0.033
A,2017,Sample_Plot#09,siteA_2017_plot_09,103,64,0.504,0.033
A,2017,Sample_Plot#09,siteA_2017_plot_09,103,64,0.504,0.033
A,2017,Sample_Plot#12,siteA_2017_plot_12,103,64,0.504,0.033
A,2017,Sample_Plot#16,siteA_2017_plot_16,103,63,0.495,0.032
A,2017,Sample_Plot#17,siteA_2017_plot_17,103,63,0.495,0.032
A,2017,Sample_Plot#19,siteA_2017_plot_19,103,62,0.479,0.031
A,2010,Sample_Plot#05,siteA_2010_plot_05,103,61,0.454,0.03
A,2017,Sample_Plot#12,siteA_2017_plot_12,103,61,0.454,0.03
A,2017,Sample_Plot#27,siteA_2017_plot_27,103,61,0.454,0.03
A,2017,Sample_Plot#28,siteA_2017_plot_28,103,60,0.446,0.029
A,2017,Sample_Plot#08,siteA_2017_plot_08,103,60,0.438,0.028
A,2017,Sample_Plot#09,siteA_2017_plot_09,103,57.99999999999999,0.407,0.026
A,2017,Sample_Plot#16,siteA_2017_plot_16,103,56.99999999999999,0.4,0.026
A,2017,Sample_Plot#12,siteA_2017_plot_12,103,56.00000000000001,0.385,0.025
A,2017,Sample_Plot#08,siteA_2017_plot_08,103,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#13,siteA_2017_plot_13,103,52,0.328,0.021
A,2017,Sample_Plot#12,siteA_2017_plot_12,103,52,0.322,0.021
A,2017,Sample_Plot#09,siteA_2017_plot_09,103,51,0.315,0.02
A,2010,Sample_Plot#02,siteA_2010_plot_02,103,48,0.271,0.018
A,2017,Sample_Plot#12,siteA_2017_plot_12,103,48,0.271,0.018
A,2017,Sample_Plot#19,siteA_2017_plot_19,103,48,0.271,0.018
A,2017,Sample_Plot#23,siteA_2017_plot_23,103,47,0.265,0.017
A,2017,Sample_Plot#16,siteA_2017_plot_16,103,47,0.259,0.017
A,2017,Sample_Plot#12,siteA_2017_plot_12,103,43,0.219,0.014
A,2017,Sample_Plot#16,siteA_2017_plot_16,103,43,0.213,0.014
A,2017,Sample_Plot#17,siteA_2017_plot_17,103,43,0.213,0.014
A,2010,Sample_Plot#03,siteA_2010_plot_03,103,42,0.208,0.014
A,2017,Sample_Plot#12,siteA_2017_plot_12,103,41,0.192,0.012
A,2017,Sample_Plot#16,siteA_2017_plot_16,103,41,0.192,0.012
A,2017,Sample_Plot#17,siteA_2017_plot_17,103,40,0.187,0.012
A,2017,Sample_Plot#09,siteA_2017_plot_09,103,39,0.177,0.012
A,2017,Sample_Plot#23,siteA_2017_plot_23,103,39,0.177,0.012
A,2017,Sample_Plot#16,siteA_2017_plot_16,103,39,0.173,0.011
A,2017,Sample_Plot#16,siteA_2017_plot_16,103,37,0.154,0.01
A,2017,Sample_Plot#14,siteA_2017_plot_14,103,36,0.15,0.01
A,2017,Sample_Plot#16,siteA_2017_plot_16,103,23,0.055,0.004
A,2010,Sample_Plot#06,siteA_2010_plot_06,102,98,1.261,0.082
A,2010,Sample_Plot#03,siteA_2010_plot_03,102,94,1.166,0.076
A,2017,Sample_Plot#34,siteA_2017_plot_34,102,92,1.101,0.072
A,2017,Sample_Plot#29,siteA_2017_plot_29,102,91,1.075,0.07
A,2017,Sample_Plot#26,siteA_2017_plot_26,102,90,1.063,0.069
A,2017,Sample_Plot#35,siteA_2017_plot_35,102,87,0.988,0.064
A,2010,Sample_Plot#02,siteA_2010_plot_02,102,87,0.976,0.063
A,2017,Sample_Plot#28,siteA_2017_plot_28,102,87,0.976,0.063
A,2017,Sample_Plot#28,siteA_2017_plot_28,102,84,0.917,0.06
A,2010,Sample_Plot#01,siteA_2010_plot_01,102,82,0.871,0.057
A,2017,Sample_Plot#12,siteA_2017_plot_12,102,81,0.848,0.055
A,2017,Sample_Plot#14,siteA_2017_plot_14,102,76,0.73,0.047
A,2017,Sample_Plot#09,siteA_2017_plot_09,102,74,0.699,0.045
A,2017,Sample_Plot#14,siteA_2017_plot_14,102,74,0.699,0.045
A,2017,Sample_Plot#08,siteA_2017_plot_08,102,73,0.669,0.043
A,2010,Sample_Plot#06,siteA_2010_plot_06,102,70,0.611,0.04
A,2017,Sample_Plot#23,siteA_2017_plot_23,102,69,0.602,0.039
A,2017,Sample_Plot#14,siteA_2017_plot_14,102,69,0.592,0.038
A,2017,Sample_Plot#12,siteA_2017_plot_12,102,67,0.556,0.036
A,2017,Sample_Plot#09,siteA_2017_plot_09,102,65,0.53,0.034
A,2017,Sample_Plot#16,siteA_2017_plot_16,102,65,0.521,0.034
A,2017,Sample_Plot#33,siteA_2017_plot_33,102,65,0.521,0.034
A,2017,Sample_Plot#09,siteA_2017_plot_09,102,64,0.504,0.033
A,2017,Sample_Plot#09,siteA_2017_plot_09,102,63,0.487,0.032
A,2010,Sample_Plot#02,siteA_2010_plot_02,102,60,0.446,0.029
A,2017,Sample_Plot#16,siteA_2017_plot_16,102,56.99999999999999,0.4,0.026
A,2017,Sample_Plot#08,siteA_2017_plot_08,102,56.99999999999999,0.4,0.026
A,2017,Sample_Plot#12,siteA_2017_plot_12,102,56.99999999999999,0.4,0.026
A,2017,Sample_Plot#08,siteA_2017_plot_08,102,56.00000000000001,0.385,0.025
A,2017,Sample_Plot#16,siteA_2017_plot_16,102,56.00000000000001,0.385,0.025
A,2017,Sample_Plot#09,siteA_2017_plot_09,102,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#12,siteA_2017_plot_12,102,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#09,siteA_2017_plot_09,102,55.00000000000001,0.37,0.024
A,2017,Sample_Plot#08,siteA_2017_plot_08,102,54,0.356,0.023
A,2017,Sample_Plot#23,siteA_2017_plot_23,102,53,0.335,0.022
A,2017,Sample_Plot#14,siteA_2017_plot_14,102,52,0.328,0.021
A,2017,Sample_Plot#08,siteA_2017_plot_08,102,51,0.315,0.02
A,2017,Sample_Plot#27,siteA_2017_plot_27,102,50,0.302,0.02
A,2017,Sample_Plot#16,siteA_2017_plot_16,102,49,0.283,0.018
A,2017,Sample_Plot#14,siteA_2017_plot_14,102,48,0.277,0.018
A,2010,Sample_Plot#02,siteA_2010_plot_02,102,48,0.271,0.018
A,2017,Sample_Plot#33,siteA_2017_plot_33,102,46,0.253,0.016
A,2017,Sample_Plot#17,siteA_2017_plot_17,102,46,0.247,0.016
A,2017,Sample_Plot#09,siteA_2017_plot_09,102,45,0.241,0.016
A,2017,Sample_Plot#17,siteA_2017_plot_17,102,43,0.213,0.014
A,2017,Sample_Plot#08,siteA_2017_plot_08,102,42,0.208,0.014
A,2017,Sample_Plot#17,siteA_2017_plot_17,102,41,0.198,0.013
A,2017,Sample_Plot#13,siteA_2017_plot_13,102,37,0.159,0.01
A,2017,Sample_Plot#17,siteA_2017_plot_17,102,37,0.159,0.01
A,2017,Sample_Plot#17,siteA_2017_plot_17,102,37,0.154,0.01
A,2017,Sample_Plot#17,siteA_2017_plot_17,102,36,0.15,0.01
A,2017,Sample_Plot#12,siteA_2017_plot_12,102,34,0.128,0.008
A,2017,Sample_Plot#12,siteA_2017_plot_12,102,34,0.128,0.008
A,2017,Sample_Plot#16,siteA_2017_plot_16,102,34,0.128,0.008
A,2017,Sample_Plot#16,siteA_2017_plot_16,102,32,0.116,0.008
A,2017,Sample_Plot#08,siteA_2017_plot_08,102,27,0.081,0.005
A,2017,Sample_Plot#16,siteA_2017_plot_16,102,16,0.026,0.002
A,2010,Sample_Plot#03,siteA_2010_plot_03,101,144,2.905,0.189
A,2010,Sample_Plot#04,siteA_2010_plot_04,101,136,2.571,0.167
A,2017,Sample_Plot#25,siteA_2017_plot_25,101,129,2.296,0.149
A,2019,Sample_Plot#02,siteA_2019_plot_02,101,103,1.418,0.092
A,2010,Sample_Plot#01,siteA_2010_plot_01,101,103,1.404,0.091
A,2010,Sample_Plot#06,siteA_2010_plot_06,101,102,1.389,0.09
A,2017,Sample_Plot#32,siteA_2017_plot_32,101,95,1.193,0.077
A,2017,Sample_Plot#14,siteA_2017_plot_14,101,93,1.14,0.074
A,2017,Sample_Plot#28,siteA_2017_plot_28,101,93,1.127,0.073
A,2010,Sample_Plot#02,siteA_2010_plot_02,101,91,1.088,0.071
A,2010,Sample_Plot#02,siteA_2010_plot_02,101,91,1.088,0.071
A,2010,Sample_Plot#02,siteA_2010_plot_02,101,91,1.075,0.07
A,2017,Sample_Plot#28,siteA_2017_plot_28,101,87,0.988,0.064
A,2010,Sample_Plot#01,siteA_2010_plot_01,101,86,0.952,0.062
A,2017,Sample_Plot#08,siteA_2017_plot_08,101,86,0.952,0.062
A,2010,Sample_Plot#02,siteA_2010_plot_02,101,78,0.782,0.051
A,2017,Sample_Plot#14,siteA_2017_plot_14,101,77,0.761,0.049
A,2017,Sample_Plot#17,siteA_2017_plot_17,101,76,0.74,0.048
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,75,0.719,0.047
A,2017,Sample_Plot#13,siteA_2017_plot_13,101,74,0.689,0.045
A,2017,Sample_Plot#09,siteA_2017_plot_09,101,73,0.669,0.043
A,2017,Sample_Plot#29,siteA_2017_plot_29,101,73,0.669,0.043
A,2017,Sample_Plot#14,siteA_2017_plot_14,101,73,0.669,0.043
A,2017,Sample_Plot#16,siteA_2017_plot_16,101,72,0.649,0.042
A,2017,Sample_Plot#08,siteA_2017_plot_08,101,70,0.611,0.04
A,2017,Sample_Plot#23,siteA_2017_plot_23,101,69,0.602,0.039
A,2017,Sample_Plot#26,siteA_2017_plot_26,101,67,0.565,0.037
A,2017,Sample_Plot#17,siteA_2017_plot_17,101,64,0.512,0.033
A,2017,Sample_Plot#08,siteA_2017_plot_08,101,64,0.512,0.033
A,2017,Sample_Plot#13,siteA_2017_plot_13,101,63,0.495,0.032
A,2017,Sample_Plot#09,siteA_2017_plot_09,101,63,0.495,0.032
A,2017,Sample_Plot#28,siteA_2017_plot_28,101,63,0.487,0.032
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,61,0.454,0.03
A,2017,Sample_Plot#16,siteA_2017_plot_16,101,61,0.454,0.03
A,2017,Sample_Plot#13,siteA_2017_plot_13,101,60,0.438,0.028
A,2017,Sample_Plot#14,siteA_2017_plot_14,101,59,0.423,0.027
A,2017,Sample_Plot#16,siteA_2017_plot_16,101,57.99999999999999,0.407,0.026
A,2017,Sample_Plot#17,siteA_2017_plot_17,101,56.99999999999999,0.392,0.025
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,56.00000000000001,0.378,0.025
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,55.00000000000001,0.37,0.024
A,2017,Sample_Plot#08,siteA_2017_plot_08,101,54,0.356,0.023
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,54,0.349,0.023
A,2017,Sample_Plot#16,siteA_2017_plot_16,101,54,0.349,0.023
A,2017,Sample_Plot#16,siteA_2017_plot_16,101,53,0.335,0.022
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,52,0.328,0.021
A,2017,Sample_Plot#16,siteA_2017_plot_16,101,52,0.328,0.021
A,2010,Sample_Plot#03,siteA_2010_plot_03,101,52,0.322,0.021
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,51,0.315,0.02
A,2017,Sample_Plot#17,siteA_2017_plot_17,101,50,0.296,0.019
A,2010,Sample_Plot#07,siteA_2010_plot_07,101,49,0.289,0.019
A,2017,Sample_Plot#09,siteA_2017_plot_09,101,49,0.289,0.019
A,2017,Sample_Plot#16,siteA_2017_plot_16,101,47,0.259,0.017
A,2017,Sample_Plot#09,siteA_2017_plot_09,101,46,0.253,0.016
A,2017,Sample_Plot#16,siteA_2017_plot_16,101,46,0.253,0.016
A,2017,Sample_Plot#16,siteA_2017_plot_16,101,46,0.247,0.016
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,45,0.241,0.016
A,2017,Sample_Plot#08,siteA_2017_plot_08,101,44,0.23,0.015
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,42,0.203,0.013
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,41,0.198,0.013
A,2017,Sample_Plot#16,siteA_2017_plot_16,101,41,0.198,0.013
A,2010,Sample_Plot#05,siteA_2010_plot_05,101,40,0.182,0.012
A,2017,Sample_Plot#09,siteA_2017_plot_09,101,36,0.15,0.01
A,2017,Sample_Plot#17,siteA_2017_plot_17,101,36,0.15,0.01
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,33,0.12,0.008
A,2017,Sample_Plot#17,siteA_2017_plot_17,101,32,0.116,0.008
A,2017,Sample_Plot#16,siteA_2017_plot_16,101,32,0.116,0.008
A,2017,Sample_Plot#12,siteA_2017_plot_12,101,30,0.098,0.006
A,2010,Sample_Plot#01,siteA_2010_plot_01,101,30,0.098,0.006
A,2017,Sample_Plot#16,siteA_2017_plot_16,101,28.999999999999996,0.094,0.006
A,2017,Sample_Plot#17,siteA_2017_plot_17,101,24,0.063,0.004
A,2010,Sample_Plot#06,siteA_2010_plot_06,100,118,1.897,0.123
A,2017,Sample_Plot#14,siteA_2017_plot_14,100,98,1.261,0.082
A,2017,Sample_Plot#28,siteA_2017_plot_28,100,96,1.206,0.078
A,2020,Sample_Plot#33,siteA_2020_plot_33,100,96,1.206,0.078
A,2010,Sample_Plot#07,siteA_2010_plot_07,100,94,1.153,0.075
A,2010,Sample_Plot#02,siteA_2010_plot_02,100,92,1.101,0.072
A,2017,Sample_Plot#09,siteA_2017_plot_09,100,91,1.088,0.071
A,2010,Sample_Plot#05,siteA_2010_plot_05,100,91,1.075,0.07
A,2017,Sample_Plot#08,siteA_2017_plot_08,100,90,1.05,0.068
A,2017,Sample_Plot#28,siteA_2017_plot_28,100,89,1.037,0.067
A,2017,Sample_Plot#14,siteA_2017_plot_14,100,86,0.952,0.062
A,2010,Sample_Plot#06,siteA_2010_plot_06,100,84,0.905,0.059
A,2017,Sample_Plot#14,siteA_2017_plot_14,100,82,0.859,0.056
A,2017,Sample_Plot#14,siteA_2017_plot_14,100,82,0.859,0.056
A,2017,Sample_Plot#14,siteA_2017_plot_14,100,79,0.804,0.052
A,2017,Sample_Plot#08,siteA_2017_plot_08,100,76,0.74,0.048
A,2017,Sample_Plot#13,siteA_2017_plot_13,100,71,0.64,0.042
A,2010,Sample_Plot#05,siteA_2010_plot_05,100,70,0.621,0.04
A,2017,Sample_Plot#09,siteA_2017_plot_09,100,70,0.621,0.04
A,2017,Sample_Plot#28,siteA_2017_plot_28,100,69,0.602,0.039
A,2017,Sample_Plot#19,siteA_2017_plot_19,100,68,0.583,0.038
A,2017,Sample_Plot#09,siteA_2017_plot_09,100,68,0.583,0.038
A,2017,Sample_Plot#32,siteA_2017_plot_32,100,68,0.574,0.037
A,2017,Sample_Plot#19,siteA_2017_plot_19,100,66,0.547,0.036
A,2017,Sample_Plot#14,siteA_2017_plot_14,100,66,0.538,0.035
A,2017,Sample_Plot#16,siteA_2017_plot_16,100,59,0.43,0.028
A,2017,Sample_Plot#14,siteA_2017_plot_14,100,56.99999999999999,0.392,0.025
A,2017,Sample_Plot#09,siteA_2017_plot_09,100,55.00000000000001,0.37,0.024
A,2017,Sample_Plot#17,siteA_2017_plot_17,100,55.00000000000001,0.37,0.024
A,2017,Sample_Plot#14,siteA_2017_plot_14,100,55.00000000000001,0.363,0.024
A,2017,Sample_Plot#16,siteA_2017_plot_16,100,55.00000000000001,0.363,0.024
A,2017,Sample_Plot#12,siteA_2017_plot_12,100,54,0.356,0.023
A,2017,Sample_Plot#17,siteA_2017_plot_17,100,53,0.342,0.022
A,2017,Sample_Plot#16,siteA_2017_plot_16,100,48,0.277,0.018
A,2017,Sample_Plot#13,siteA_2017_plot_13,100,43,0.219,0.014
A,2017,Sample_Plot#12,siteA_2017_plot_12,100,43,0.213,0.014
A,2017,Sample_Plot#16,siteA_2017_plot_16,100,43,0.213,0.014
A,2017,Sample_Plot#16,siteA_2017_plot_16,100,43,0.213,0.014
A,2017,Sample_Plot#12,siteA_2017_plot_12,100,42,0.208,0.014
A,2017,Sample_Plot#09,siteA_2017_plot_09,100,41,0.192,0.012
A,2017,Sample_Plot#16,siteA_2017_plot_16,100,40,0.187,0.012
A,2017,Sample_Plot#16,siteA_2017_plot_16,100,38,0.168,0.011
A,2017,Sample_Plot#23,siteA_2017_plot_23,100,36,0.15,0.01
A,2017,Sample_Plot#08,siteA_2017_plot_08,100,35,0.137,0.009
A,2017,Sample_Plot#19,siteA_2017_plot_19,100,31,0.105,0.007
A,2017,Sample_Plot#12,siteA_2017_plot_12,100,30,0.101,0.007
A,2017,Sample_Plot#08,siteA_2017_plot_08,100,13,0.017,0.001
A,2010,Sample_Plot#07,siteA_2010_plot_07,99,148,3.058,0.199
A,2017,Sample_Plot#26,siteA_2017_plot_26,99,95,1.193,0.077
A,2010,Sample_Plot#01,siteA_2010_plot_01,99,84,0.917,0.06
A,2017,Sample_Plot#12,siteA_2017_plot_12,99,83,0.882,0.057
A,2017,Sample_Plot#14,siteA_2017_plot_14,99,83,0.882,0.057
A,2010,Sample_Plot#06,siteA_2010_plot_06,99,82,0.859,0.056
A,2017,Sample_Plot#14,siteA_2017_plot_14,99,77,0.761,0.049
A,2017,Sample_Plot#14,siteA_2017_plot_14,99,77,0.761,0.049
A,2017,Sample_Plot#12,siteA_2017_plot_12,99,74,0.699,0.045
A,2017,Sample_Plot#09,siteA_2017_plot_09,99,73,0.679,0.044
A,2010,Sample_Plot#03,siteA_2010_plot_03,99,70,0.621,0.04
A,2017,Sample_Plot#09,siteA_2017_plot_09,99,70,0.611,0.04
A,2017,Sample_Plot#09,siteA_2017_plot_09,99,68,0.574,0.037
A,2017,Sample_Plot#09,siteA_2017_plot_09,99,68,0.574,0.037
A,2010,Sample_Plot#02,siteA_2010_plot_02,99,67,0.565,0.037
A,2017,Sample_Plot#13,siteA_2017_plot_13,99,67,0.556,0.036
A,2017,Sample_Plot#09,siteA_2017_plot_09,99,65,0.53,0.034
A,2017,Sample_Plot#12,siteA_2017_plot_12,99,63,0.495,0.032
A,2017,Sample_Plot#33,siteA_2017_plot_33,99,63,0.487,0.032
A,2017,Sample_Plot#12,siteA_2017_plot_12,99,61,0.462,0.03
A,2010,Sample_Plot#04,siteA_2010_plot_04,99,60,0.446,0.029
A,2017,Sample_Plot#08,siteA_2017_plot_08,99,60,0.446,0.029
A,2017,Sample_Plot#12,siteA_2017_plot_12,99,59,0.423,0.027
A,2017,Sample_Plot#12,siteA_2017_plot_12,99,57.99999999999999,0.407,0.026
A,2017,Sample_Plot#08,siteA_2017_plot_08,99,56.99999999999999,0.4,0.026
